排名,股票代码,最新价,昨收价,涨跌幅(%),竞价量,竞价额,买盘,卖盘,时间
1698,603118.SH,12.03,12.02,0.08,634,762700.00,419,150,09:26:17
1699,300287.SZ,5.15,5.17,-0.39,634,326500.00,1226,949,09:26:17
1700,002068.SZ,9.66,9.72,-0.62,633,611500.00,177,115,09:26:17
1701,603334.SH,56.78,56.75,0.05,633,3594200.00,984,40,09:26:16
1702,000810.SZ,12.19,12.2,-0.08,632,770400.00,347,441,09:26:17
1703,301018.SZ,77.41,77.11,0.39,631,4884600.00,112,56,09:26:17
1704,002585.SZ,7.24,7.3,-0.82,630,456100.00,382,188,09:26:17
1705,002349.SZ,7.87,7.88,-0.13,630,495800.00,198,229,09:26:17
1706,002398.SZ,6.02,6.02,0.00,629,378700.00,713,1112,09:26:17
1707,300290.SZ,18.09,18.08,0.06,629,1137900.00,97,214,09:26:17
1708,300699.SZ,39,39,0.00,628,2449200.00,64,21,09:26:17
1709,601702.SH,23.41,23.39,0.09,628,1470100.00,1273,51,09:26:16
1710,000548.SZ,5.78,5.78,0.00,628,363000.00,426,1849,09:26:17
1711,300621.SZ,9.4,9.32,0.86,628,590300.00,19,875,09:26:17
1712,000720.SZ,3.74,3.75,-0.27,627,234500.00,2591,1669,09:26:17
1713,300497.SZ,15.95,16.01,-0.37,627,1000100.00,142,193,09:26:17
1714,300076.SZ,8.08,8.1,-0.25,626,505800.00,1192,418,09:26:17
1715,600346.SH,24.65,24.65,0.00,624,1538200.00,215,37,09:26:17
1716,600282.SH,5.51,5.53,-0.36,623,343300.00,2071,1324,09:26:16
1717,300463.SZ,12.02,12.02,0.00,623,748800.00,464,66,09:26:17
1718,000951.SZ,20.15,20.14,0.05,623,1255300.00,241,166,09:26:17
1719,300120.SZ,8.540000000000001,8.5,0.47,623,532000.00,1235,256,09:26:17
1720,000593.SZ,13.84,13.8,0.29,623,862200.00,76,152,09:26:17
1721,002938.SZ,58.03,58.61,-0.99,622,3609500.00,315,10,09:26:17
1722,000975.SZ,29.91,30.09,-0.60,621,1857400.00,59,206,09:26:17
1723,605081.SH,9.8,9.88,-0.81,621,608600.00,385,223,09:26:17
1724,002960.SZ,11.65,11.65,0.00,621,723500.00,186,57,09:26:17
1725,000761.SZ,3.78,3.78,0.00,621,234700.00,1133,844,09:26:17
1726,600623.SH,9.42,9.42,0.00,621,585000.00,139,322,09:26:16
1727,002910.SZ,12.45,12.51,-0.48,621,773100.00,157,425,09:26:17
1728,600853.SH,4.4,4.4,0.00,621,273200.00,7521,7668,09:26:16
1729,300622.SZ,31.16,31.28,-0.38,620,1931900.00,18,138,09:26:17
1730,600888.SH,8.56,8.58,-0.23,620,530700.00,849,471,09:26:17
1731,002198.SZ,7.15,7.18,-0.42,619,442600.00,579,363,09:26:17
1732,600738.SH,5.53,5.53,0.00,619,342300.00,710,1118,09:26:16
1733,002004.SZ,5.45,5.44,0.18,619,337400.00,1737,4193,09:26:17
1734,000928.SZ,6.72,6.72,0.00,618,415300.00,6920,2581,09:26:17
1735,001287.SZ,23.44,23.5,-0.26,617,1446200.00,78,132,09:26:17
1736,600790.SH,4.05,4.04,0.25,617,249900.00,3510,1787,09:26:16
1737,000998.SZ,9.77,9.77,0.00,617,602800.00,1376,1974,09:26:17
1738,600502.SH,4.73,4.71,0.42,616,291400.00,4202,9281,09:26:16
1739,000650.SZ,5.96,5.96,0.00,616,367100.00,4796,3672,09:26:17
1740,603317.SH,13.9,13.87,0.22,613,852100.00,170,287,09:26:17
1741,600128.SH,11.84,11.88,-0.34,613,725800.00,200,715,09:26:17
1742,601696.SH,13.97,13.92,0.36,611,853600.00,276,1012,09:26:16
1743,300070.SZ,4.07,4.08,-0.25,611,248700.00,18838,39454,09:26:17
1744,002629.SZ,6.25,6.26,-0.16,609,380600.00,1072,350,09:26:17
1745,600227.SH,2.6,2.59,0.39,609,158300.00,4560,3563,09:26:16
1746,600568.SH,2.69,2.68,0.37,609,163800.00,4139,8108,09:26:16
1747,301066.SZ,18.82,18.77,0.27,608,1144300.00,69,90,09:26:17
1748,600608.SH,3.65,3.58,1.96,608,221900.00,633,742,09:26:16
1749,002507.SZ,13.27,13.31,-0.30,608,806800.00,1172,314,09:26:17
1750,002625.SZ,47.03,47.01,0.04,607,2854700.00,2607,293,09:26:17
1751,600196.SH,27.12,27.08,0.15,607,1646200.00,528,47,09:26:16
1752,000428.SZ,3.96,3.96,0.00,604,239200.00,643,1974,09:26:17
1753,300687.SZ,22.35,22.52,-0.75,604,1349900.00,55,51,09:26:17
1754,600082.SH,4.33,4.31,0.46,603,261100.00,1443,3433,09:26:17
1755,600123.SH,6.18,6.18,0.00,603,372700.00,1137,3419,09:26:17
1756,603929.SH,145.64,146.02,-0.26,603,8782100.00,310,26,09:26:16
1757,605088.SH,38.18,39,-2.10,603,2302300.00,901,25,09:26:16
1758,603007.SH,6.06,6.07,-0.16,603,365400.00,1069,1726,09:26:16
1759,002479.SZ,5.27,5.25,0.38,602,317300.00,935,2056,09:26:17
1760,600117.SH,2.86,2.87,-0.35,601,171900.00,10518,5034,09:26:17
1761,300003.SZ,17.98,18.01,-0.17,601,1080600.00,510,330,09:26:17
1762,301636.SZ,104.4,104.6,-0.19,600,6264000.00,574,29,09:26:17
1763,002345.SZ,13.76,13.86,-0.72,600,825600.00,305,295,09:26:17
1764,688025.SH,220.66,221,-0.15,599,13225300.00,200,35,09:26:16
1765,601137.SH,19.61,19.76,-0.76,599,1174600.00,84,105,09:26:16
1766,600368.SH,4.03,4.02,0.25,598,241000.00,9012,24244,09:26:16
1767,000962.SZ,40.26,40.49,-0.57,598,2407500.00,53,63,09:26:17
1768,688396.SH,59.3,59.5,-0.34,598,3547900.00,96,93,09:26:17
1769,000717.SZ,2.64,2.65,-0.38,597,157600.00,22506,6896,09:26:17
1770,300457.SZ,28.05,28.1,-0.18,597,1674600.00,151,39,09:26:17
1771,300203.SZ,15.97,15.97,0.00,597,953400.00,202,114,09:26:17
1772,301190.SZ,24,24.38,-1.56,597,1432800.00,32,17,09:26:17
1773,301487.SZ,23.76,23.76,0.00,596,1416100.00,42,185,09:26:17
1774,002418.SZ,4.75,4.76,-0.21,596,283100.00,2583,3018,09:26:17
1775,600552.SH,14.61,14.67,-0.41,596,870800.00,760,134,09:26:17
1776,300780.SZ,25.09,25.06,0.12,595,1492900.00,155,77,09:26:17
1777,300086.SZ,9.4,9.38,0.21,595,559300.00,66,395,09:26:17
1778,002701.SZ,5.77,5.77,0.00,595,343300.00,4586,7390,09:26:17
1779,002102.SZ,3.48,3.48,0.00,595,207100.00,9323,3447,09:26:17
1780,600527.SH,2.3,2.3,0.00,595,136900.00,52874,34119,09:26:17
1781,600655.SH,5.21,5.23,-0.38,595,310000.00,2695,1047,09:26:17
1782,601601.SH,44.95,44.95,0.00,594,2670000.00,31,448,09:26:16
1783,300318.SZ,6.58,6.58,0.00,594,390900.00,749,437,09:26:17
1784,002073.SZ,8.19,8.2,-0.12,594,486500.00,689,552,09:26:17
1785,600096.SH,35.42,35.48,-0.17,594,2103600.00,99,40,09:26:17
1786,001324.SZ,19.51,19.59,-0.41,593,1156900.00,1505,577,09:26:17
1787,300681.SZ,26.5,26.36,0.53,593,1571500.00,523,120,09:26:17
1788,600073.SH,6.640000000000001,6.63,0.15,593,393800.00,1296,1406,09:26:17
1789,603501.SH,117.81,117.83,-0.02,592,6974400.00,118,468,09:26:16
1790,300022.SZ,8.3,8.25,0.61,591,490500.00,660,366,09:26:17
1791,601158.SH,4.56,4.55,0.22,590,269000.00,12898,15771,09:26:17
1792,600110.SH,6.79,6.8,-0.15,590,400600.00,959,799,09:26:17
1793,603228.SH,61.8,62.04,-0.39,589,3640000.00,15,72,09:26:16
1794,603801.SH,9.67,9.69,-0.21,589,569600.00,982,535,09:26:16
1795,600403.SH,7.12,7.17,-0.70,588,418700.00,804,870,09:26:17
1796,000034.SZ,37.6,37.7,-0.27,588,2210900.00,158,138,09:26:17
1797,603009.SH,51.68,52.46,-1.49,588,3038800.00,36,61,09:26:17
1798,300452.SZ,15.9,15.9,0.00,588,934900.00,107,467,09:26:17
1799,603557.SH,3.13,3.12,0.32,588,184000.00,2016,5513,09:26:17
1800,000690.SZ,4.4,4.4,0.00,587,258300.00,12266,17985,09:26:17
1801,000009.SZ,9.57,9.57,0.00,587,561800.00,634,80,09:26:17
1802,002659.SZ,6.56,6.57,-0.15,586,384400.00,1016,328,09:26:17
1803,002667.SZ,19.75,19.75,0.00,585,1155400.00,94,275,09:26:17
1804,002046.SZ,45.56,45.75,-0.42,583,2656100.00,65,52,09:26:17
1805,003003.SZ,14.32,14.31,0.07,583,834900.00,119,200,09:26:17
1806,000812.SZ,4.5,4.5,0.00,582,261900.00,7087,3301,09:26:17
1807,002734.SZ,19.54,19.65,-0.56,581,1135300.00,411,39,09:26:17
1808,601069.SH,34.54,34.54,0.00,580,2003300.00,39,56,09:26:17
1809,300237.SZ,2.55,2.55,0.00,579,147600.00,14951,14791,09:26:17
1810,000546.SZ,5.75,5.78,-0.52,578,332400.00,2864,1064,09:26:17
1811,600428.SH,7.82,7.82,0.00,577,451200.00,1140,713,09:26:17
1812,002097.SZ,11.74,11.76,-0.17,576,676200.00,348,344,09:26:17
1813,601609.SH,11.18,11.21,-0.27,576,644000.00,513,359,09:26:17
1814,000609.SZ,9.52,9.07,4.96,575,547400.00,134893,0,09:26:17
1815,002876.SZ,28.06,27.86,0.72,575,1613500.00,140,54,09:26:17
1816,002591.SZ,7.83,7.83,0.00,573,448700.00,489,257,09:26:17
1817,600312.SH,21.8,21.83,-0.14,573,1249100.00,142,657,09:26:17
1818,000507.SZ,5.46,5.46,0.00,573,312900.00,1127,5448,09:26:17
1819,002364.SZ,31.97,31.95,0.06,573,1831900.00,249,63,09:26:17
1820,601997.SH,5.89,5.9,-0.17,573,337500.00,13189,23119,09:26:17
1821,002996.SZ,7.8,7.8,0.00,571,445400.00,381,320,09:26:17
1822,300626.SZ,19.14,19.26,-0.62,570,1091000.00,632,35,09:26:17
1823,000776.SZ,21.64,21.62,0.09,570,1233500.00,692,228,09:26:17
1824,300748.SZ,36.49,36.69,-0.55,569,2076300.00,22,146,09:26:17
1825,300055.SZ,8.55,8.52,0.35,568,485600.00,1584,222,09:26:17
1826,600966.SH,7.62,7.62,0.00,567,432100.00,270,1749,09:26:16
1827,603268.SH,89.67,89.67,0.00,567,5084300.00,21,126,09:26:16
1828,300500.SZ,12.98,13.02,-0.31,566,734700.00,166,210,09:26:17
1829,300401.SZ,17.76,17.78,-0.11,566,1005200.00,171,149,09:26:17
1830,603076.SH,25.74,25.44,1.18,565,1454300.00,159,32,09:26:17
1831,002199.SZ,7.94,7.93,0.13,565,448600.00,292,256,09:26:17
1832,600255.SH,3.84,3.85,-0.26,564,216600.00,8200,2410,09:26:16
1833,601788.SH,16.99,16.96,0.18,563,956500.00,400,445,09:26:17
1834,002038.SZ,6.600000000000001,6.62,-0.30,563,371600.00,1977,854,09:26:17
1835,301005.SZ,169.28,167.5,1.06,561,9496600.00,76,12,09:26:17
1836,600758.SH,3.85,3.85,0.00,561,216000.00,1329,1939,09:26:16
1837,001366.SZ,15.07,14.99,0.53,559,842400.00,383,198,09:26:17
1838,603239.SH,24.28,24.58,-1.22,559,1357300.00,70,417,09:26:17
1839,002148.SZ,8.88,8.86,0.23,559,496400.00,284,237,09:26:17
1840,002516.SZ,6.7,6.71,-0.15,557,373200.00,1734,233,09:26:17
1841,600998.SH,5.22,5.23,-0.19,556,290200.00,10225,20739,09:26:17
1842,300390.SZ,44.5,44.5,0.00,556,2474200.00,26,79,09:26:17
1843,300343.SZ,6.24,6.22,0.32,554,345700.00,790,3602,09:26:17
1844,300919.SZ,51.36,50.66,1.38,554,2845300.00,73,132,09:26:17
1845,000905.SZ,12.35,12.35,0.00,554,684200.00,400,287,09:26:17
1846,601606.SH,44.8,44.94,-0.31,552,2473000.00,61,165,09:26:16
1847,603516.SH,157.68,157.68,0.00,552,8703900.00,24,39,09:26:17
1848,000557.SZ,5.04,5.07,-0.59,552,278200.00,2898,2028,09:26:17
1849,600812.SH,5.59,5.6,-0.18,551,308000.00,4453,4535,09:26:17
1850,600237.SH,9.64,9.67,-0.31,551,531200.00,647,305,09:26:17
1851,002579.SZ,11.69,11.71,-0.17,550,643000.00,204,890,09:26:17
1852,603958.SH,20.8,21.11,-1.47,550,1144000.00,132,90,09:26:17
1853,001314.SZ,48.4,47.07,2.83,549,2657200.00,79,40,09:26:17
1854,601688.SH,22.65,22.61,0.18,549,1243500.00,315,304,09:26:16
1855,002939.SZ,9.9,9.9,0.00,549,543500.00,2657,2599,09:26:17
1856,300849.SZ,20.44,20.54,-0.49,549,1122200.00,126,92,09:26:17
1857,601019.SH,9.33,9.42,-0.96,549,512200.00,225,585,09:26:16
1858,603866.SH,5.53,5.52,0.18,548,303000.00,3191,3211,09:26:16
1859,600794.SH,3.85,3.85,0.00,548,211000.00,3819,6835,09:26:17
1860,300230.SZ,5.18,5.19,-0.19,548,283900.00,4220,5679,09:26:17
1861,000899.SZ,10.63,10.57,0.57,548,582500.00,422,808,09:26:17
1862,002811.SZ,15.09,15.12,-0.20,547,825400.00,292,287,09:26:17
1863,002807.SZ,4.69,4.69,0.00,547,256500.00,20002,12507,09:26:17
1864,600691.SH,3.16,3.16,0.00,547,172900.00,4173,1553,09:26:17
1865,600929.SH,6.07,6.09,-0.33,547,332000.00,2570,893,09:26:17
1866,600215.SH,7.8,7.8,0.00,546,425900.00,303,89,09:26:16
1867,002233.SZ,9.950000000000001,9.95,0.00,546,543300.00,239,338,09:26:17
1868,000089.SZ,7.2,7.19,0.14,545,392400.00,5736,1909,09:26:17
1869,603283.SH,48.7,48.71,-0.02,545,2654200.00,31,626,09:26:17
1870,688593.SH,28.16,28.01,0.54,544,1532400.00,121,82,09:26:16
1871,600581.SH,2.97,2.96,0.34,544,161600.00,8544,12970,09:26:16
1872,002608.SZ,7.75,7.76,-0.13,544,421600.00,2892,1900,09:26:17
1873,688256.SH,1088.88,1100.9,-1.09,543,59158900.00,22,12,09:26:17
1874,601881.SH,15.22,15.21,0.07,543,826400.00,389,2115,09:26:17
1875,002093.SZ,11.32,11.33,-0.09,542,613500.00,524,628,09:26:17
1876,002897.SZ,57.37,57.4,-0.05,542,3109500.00,41,84,09:26:17
1877,000883.SZ,4.57,4.57,0.00,541,247200.00,25888,27353,09:26:17
1878,000702.SZ,7.16,7.17,-0.14,541,387400.00,551,958,09:26:17
1879,300467.SZ,34,34.37,-1.08,541,1839400.00,90,24,09:26:17
1880,603385.SH,7.44,7.45,-0.13,541,402500.00,884,290,09:26:16
1881,301268.SZ,24.56,24.56,0.00,540,1326200.00,80,36,09:26:17
1882,603608.SH,10.38,10.45,-0.67,539,559500.00,141,628,09:26:17
1883,300409.SZ,28.45,28.55,-0.35,539,1533500.00,466,76,09:26:17
1884,688545.SH,59.29,58.05,2.14,539,3196000.00,115,56,09:26:16
1885,600678.SH,12.31,12.28,0.24,539,663500.00,1713,221,09:26:16
1886,002182.SZ,18.17,18.17,0.00,539,979400.00,49,192,09:26:17
1887,603105.SH,10.35,10.38,-0.29,538,556800.00,1058,206,09:26:16
1888,300032.SZ,5.54,5.55,-0.18,538,298100.00,460,696,09:26:17
1889,301222.SZ,35.27,35.1,0.48,538,1897500.00,37,212,09:26:17
1890,300339.SZ,49.75,49.94,-0.38,537,2671600.00,27,108,09:26:17
1891,600585.SH,24.76,24.75,0.04,537,1329600.00,162,268,09:26:16
1892,000050.SZ,9.69,9.7,-0.10,537,520400.00,1262,337,09:26:17
1893,300234.SZ,6.26,6.23,0.48,537,336200.00,327,936,09:26:17
1894,000881.SZ,8.38,8.39,-0.12,536,449200.00,1126,445,09:26:17
1895,002224.SZ,4.66,4.66,0.00,536,249800.00,3243,5807,09:26:17
1896,603606.SH,57.49,57.01,0.84,536,3081500.00,107,22,09:26:16
1897,603659.SH,28.13,28.21,-0.28,536,1507800.00,950,125,09:26:16
1898,688428.SH,25,25.06,-0.24,534,1335700.00,24,81,09:26:17
1899,000729.SZ,12.85,12.84,0.08,534,686200.00,1113,505,09:26:17
1900,000610.SZ,10.67,10.67,0.00,533,568700.00,243,1594,09:26:17
1901,002104.SZ,18.04,18.09,-0.28,533,961500.00,396,304,09:26:17
1902,688047.SH,158,158.94,-0.59,531,8396000.00,31,50,09:26:17
1903,600035.SH,3.97,3.97,0.00,531,210800.00,27996,45704,09:26:17
1904,002853.SZ,31.16,31.3,-0.45,530,1651500.00,210,190,09:26:17
1905,600737.SH,16.01,16.03,-0.12,530,848500.00,409,85,09:26:17
1906,300231.SZ,11.48,11.54,-0.52,530,608400.00,100,444,09:26:17
1907,601187.SH,7.68,7.71,-0.39,530,407000.00,655,353,09:26:16
1908,603528.SH,9.86,9.83,0.31,529,521600.00,336,793,09:26:17
1909,002563.SZ,5.67,5.67,0.00,529,299900.00,4223,3740,09:26:17
1910,301022.SZ,34.26,35.15,-2.53,528,1808900.00,12,126,09:26:17
1911,002752.SZ,6.81,6.75,0.89,528,359600.00,414,1736,09:26:17
1912,002366.SZ,7.600000000000001,7.63,-0.39,527,400500.00,2794,987,09:26:17
1913,002100.SZ,7.08,7.08,0.00,527,373100.00,1408,3520,09:26:17
1914,300763.SZ,79.41,79.02,0.49,527,4184900.00,17,72,09:26:17
1915,003040.SZ,18.21,18.35,-0.76,526,957800.00,626,164,09:26:17
1916,000923.SZ,22.7,22.88,-0.79,525,1191800.00,261,137,09:26:17
1917,603685.SH,24.05,24.32,-1.11,525,1262600.00,1285,94,09:26:16
1918,000600.SZ,8.4,8.41,-0.12,524,440200.00,1353,101,09:26:17
1919,300001.SZ,27.1,27.01,0.33,524,1420000.00,158,82,09:26:17
1920,600864.SH,6.58,6.57,0.15,524,344800.00,4322,4589,09:26:16
1921,600198.SH,9.83,9.82,0.10,524,515100.00,614,1109,09:26:17
1922,600973.SH,7.11,7.15,-0.56,523,371900.00,2082,511,09:26:16
1923,002656.SZ,2.63,2.63,0.00,522,137300.00,6882,8763,09:26:17
1924,001213.SZ,4.17,4.17,0.00,521,217300.00,9161,12373,09:26:17
1925,601611.SH,15.46,15.47,-0.06,521,805500.00,187,560,09:26:17
1926,600478.SH,7.06,7.07,-0.14,520,367100.00,872,3506,09:26:16
1927,603768.SH,12.27,12.24,0.25,520,638000.00,25,322,09:26:16
1928,600661.SH,11.26,11.3,-0.35,520,585500.00,190,691,09:26:17
1929,600765.SH,19.1,19.14,-0.21,520,993200.00,55,247,09:26:17
1930,000877.SZ,5.350000000000001,5.35,0.00,519,277700.00,309,1587,09:26:17
1931,002574.SZ,6.51,6.53,-0.31,519,337900.00,243,521,09:26:17
1932,002064.SZ,12.41,12.44,-0.24,519,644100.00,753,60,09:26:17
1933,301252.SZ,35.03,35.34,-0.88,519,1818100.00,116,50,09:26:17
1934,600078.SH,11.3,11.3,0.00,519,586500.00,78,185,09:26:17
1935,300740.SZ,23.8,23.89,-0.38,518,1232800.00,379,174,09:26:17
1936,000639.SZ,2.96,2.96,0.00,518,153300.00,10708,13544,09:26:17
1937,000968.SZ,7.7,7.72,-0.26,518,398900.00,1551,322,09:26:17
1938,600308.SH,3.95,3.97,-0.50,518,204600.00,2754,6546,09:26:16
1939,600269.SH,4.94,4.93,0.20,518,255900.00,14243,14935,09:26:17
1940,600536.SH,45.57,45.57,0.00,516,2351400.00,31,110,09:26:16
1941,300249.SZ,15.82,15.89,-0.44,516,816300.00,171,235,09:26:17
1942,600234.SH,15.02,14.87,1.01,516,775000.00,184,133,09:26:16
1943,300468.SZ,33.78,33.88,-0.30,516,1743000.00,140,147,09:26:17
1944,688066.SH,25.02,24.72,1.21,515,1288800.00,442,23,09:26:17
1945,002084.SZ,4.23,4.24,-0.24,514,217400.00,1760,765,09:26:17
1946,300140.SZ,7.24,7.27,-0.41,514,372100.00,956,1115,09:26:17
1947,000712.SZ,12.53,12.61,-0.63,514,644000.00,749,446,09:26:17
1948,600252.SH,2.59,2.58,0.39,513,132900.00,45059,40515,09:26:16
1949,300145.SZ,4.54,4.54,0.00,513,232900.00,7330,1372,09:26:17
1950,002724.SZ,7.53,7.53,0.00,512,385500.00,131,249,09:26:17
1951,603496.SH,29.38,29.4,-0.07,512,1504300.00,64,189,09:26:17
1952,600361.SH,4.48,4.47,0.22,512,229400.00,3325,2726,09:26:16
1953,300989.SZ,16.44,16.38,0.37,512,841700.00,117,216,09:26:17
1954,600371.SH,9.18,9.19,-0.11,511,469100.00,2501,254,09:26:16
1955,002268.SZ,19.98,19.98,0.00,511,1021000.00,682,79,09:26:17
1956,000898.SZ,2.54,2.55,-0.39,511,129800.00,27826,20621,09:26:17
1957,000782.SZ,6.04,6.06,-0.33,511,308600.00,1112,983,09:26:17
1958,300087.SZ,8.58,8.58,0.00,509,436700.00,350,269,09:26:17
1959,603569.SH,7.600000000000001,7.6,0.00,509,386800.00,563,336,09:26:17
1960,603305.SH,17.68,17.72,-0.23,507,896400.00,38,292,09:26:17
1961,603578.SH,15.03,15.15,-0.79,507,762000.00,74,430,09:26:16
1962,688270.SH,184,182.8,0.66,506,9302300.00,29,122,09:26:17
1963,603863.SH,19.4,19.38,0.10,506,981600.00,31,916,09:26:17
1964,000059.SZ,5.9,5.89,0.17,505,298000.00,1417,1237,09:26:17
1965,603315.SH,15.35,15.31,0.26,505,775200.00,314,28,09:26:16
1966,601877.SH,30.41,30.56,-0.49,503,1528600.00,45,170,09:26:17
1967,600238.SH,5.88,5.88,0.00,503,295800.00,192,143,09:26:16
1968,603396.SH,44.67,44.9,-0.51,501,2238000.00,104,59,09:26:16
1969,002494.SZ,5.91,5.92,-0.17,501,296100.00,985,364,09:26:17
1970,000736.SZ,5.23,5.26,-0.57,501,262000.00,1971,832,09:26:17
1971,300579.SZ,32.64,32.7,-0.18,500,1632000.00,401,31,09:26:17
1972,300239.SZ,6.24,6.25,-0.16,500,312000.00,1082,172,09:26:17
1973,300257.SZ,18.57,18.68,-0.59,499,926600.00,213,160,09:26:17
1974,300236.SZ,78.11,79.13,-1.29,499,3897700.00,117,26,09:26:17
1975,300288.SZ,14.92,14.92,0.00,498,743000.00,62,330,09:26:17
1976,300101.SZ,27.83,27.82,0.04,498,1385900.00,28,83,09:26:17
1977,603773.SH,36.7,36.98,-0.76,498,1827700.00,38,43,09:26:17
1978,600886.SH,13.03,13.02,0.08,498,648900.00,1149,1936,09:26:16
1979,000809.SZ,3.5,3.48,0.57,498,174300.00,2459,2509,09:26:17
1980,603377.SH,3.81,3.84,-0.78,497,189400.00,1807,2257,09:26:16
1981,300020.SZ,4.42,4.42,0.00,497,219700.00,2128,2302,09:26:17
1982,001220.SZ,45.2,45.53,-0.72,497,2245900.00,43,39,09:26:17
1983,600519.SH,1504.8,1504.8,0.00,497,74788600.00,23,64,09:26:16
1984,002553.SZ,27.46,27.56,-0.36,497,1364800.00,101,73,09:26:17
1985,000042.SZ,9.290000000000001,9.29,0.00,496,460800.00,744,432,09:26:17
1986,002887.SZ,10.68,10.73,-0.47,496,529700.00,322,273,09:26:17
1987,000408.SZ,84.56,85.04,-0.56,496,4194200.00,112,105,09:26:17
1988,001286.SZ,9.89,9.88,0.10,496,490500.00,361,1109,09:26:17
1989,603977.SH,14.77,14.76,0.07,496,732600.00,100,320,09:26:16
1990,600961.SH,19.95,19.95,0.00,496,989500.00,883,147,09:26:16
1991,002286.SZ,10.41,10.48,-0.67,495,515300.00,561,346,09:26:17
1992,002305.SZ,2.16,2.16,0.00,495,106900.00,22857,31542,09:26:17
1993,002329.SZ,3.88,3.88,0.00,494,191700.00,2591,2038,09:26:17
1994,000786.SZ,28.22,28.24,-0.07,493,1391200.00,13,128,09:26:17
1995,603889.SH,9.11,9.06,0.55,493,449100.00,664,178,09:26:16
1996,600578.SH,5.14,5.14,0.00,493,253400.00,2448,4856,09:26:17
1997,603718.SH,5.38,5.4,-0.37,493,265200.00,2317,1912,09:26:16
1998,000561.SZ,11.39,11.35,0.35,492,560400.00,154,337,09:26:17
1999,601700.SH,5.57,5.6,-0.54,492,274000.00,666,221,09:26:17
2000,301658.SZ,33.33,33.2,0.39,491,1636500.00,69,69,09:26:17
2001,688244.SH,23.94,23.95,-0.04,491,1175400.00,44,345,09:26:17
2002,600594.SH,4.14,4.15,-0.24,490,202900.00,2078,1095,09:26:16
2003,601128.SH,7.36,7.36,0.00,489,359900.00,4245,12861,09:26:16
2004,000417.SZ,8.26,8.25,0.12,489,403900.00,158,1086,09:26:17
2005,002348.SZ,6.38,6.34,0.63,489,312000.00,306,460,09:26:17
2006,600396.SH,3.14,3.13,0.32,488,153200.00,5437,10161,09:26:17
2007,300485.SZ,11.65,11.67,-0.17,487,567400.00,158,983,09:26:17
2008,688350.SH,32.02,32.59,-1.75,487,1560200.00,431,1646,09:26:16
2009,600377.SH,12.3,12.23,0.57,487,599000.00,223,629,09:26:16
2010,600054.SH,13.25,13.36,-0.82,486,644000.00,543,171,09:26:17
2011,002998.SZ,8.53,8.53,0.00,486,414600.00,134,398,09:26:17
2012,688209.SH,24.42,24.3,0.49,486,1186000.00,120,61,09:26:17
2013,301073.SZ,32.6,32.48,0.37,486,1584400.00,54,127,09:26:17
2014,300657.SZ,31.25,31.49,-0.76,485,1515600.00,286,99,09:26:17
2015,002206.SZ,7.09,7.06,0.42,485,343900.00,390,1210,09:26:17
2016,300168.SZ,6.79,6.79,0.00,484,328600.00,398,1724,09:26:17
2017,300599.SZ,9.98,10.01,-0.30,484,483000.00,167,457,09:26:17
2018,601628.SH,49.18,49.17,0.02,484,2380300.00,79,30,09:26:17
2019,002745.SZ,9.17,9.16,0.11,483,442900.00,287,467,09:26:17
2020,300252.SZ,14.82,14.86,-0.27,483,715800.00,257,259,09:26:17
2021,300822.SZ,16.61,16.63,-0.12,483,802300.00,69,48,09:26:17
2022,002351.SZ,12.49,12.44,0.40,483,603300.00,98,1014,09:26:17
2023,603900.SH,9.03,8.99,0.44,483,436100.00,181,227,09:26:17
2024,603230.SH,13.08,13.15,-0.53,483,631800.00,254,475,09:26:16
2025,301408.SZ,20.42,20.56,-0.68,483,986300.00,97,221,09:26:17
2026,601566.SH,12.03,12.06,-0.25,482,579800.00,1295,463,09:26:16
2027,301314.SZ,49.15,48.31,1.74,481,2364100.00,506,46,09:26:17
2028,300842.SZ,113.04,112.72,0.28,481,5437200.00,101,8,09:26:17
2029,002216.SZ,11.83,11.84,-0.08,480,567800.00,1578,441,09:26:17
2030,300913.SZ,54,54.71,-1.30,480,2592000.00,39,142,09:26:17
2031,002692.SZ,5.65,5.65,0.00,480,271200.00,2400,399,09:26:17
2032,300037.SZ,51.4,50.88,1.02,480,2467200.00,43,61,09:26:17
2033,000790.SZ,4.13,4.11,0.49,480,198200.00,159,986,09:26:17
2034,603185.SH,26.8,26.83,-0.11,479,1283700.00,67,112,09:26:17
2035,002139.SZ,13.03,13.03,0.00,479,624100.00,313,428,09:26:17
2036,002586.SZ,4.69,4.71,-0.42,479,224700.00,1830,4874,09:26:17
2037,000757.SZ,5.32,5.32,0.00,478,254300.00,450,389,09:26:17
2038,600109.SH,9.200000000000001,9.19,0.11,478,439800.00,3399,3170,09:26:17
2039,002481.SZ,5.15,5.15,0.00,477,245700.00,3629,5096,09:26:17
2040,301071.SZ,41.55,41.51,0.10,475,1973600.00,96,88,09:26:17
2041,301068.SZ,27.96,27.29,2.46,474,1325300.00,34,25,09:26:17
2042,688418.SH,41.01,41.04,-0.07,474,1942000.00,91,290,09:26:16
2043,600280.SH,3.83,3.85,-0.52,474,181500.00,8083,943,09:26:17
2044,600660.SH,60.48,60.48,0.00,474,2866900.00,107,179,09:26:17
2045,600894.SH,9.74,9.69,0.52,474,461700.00,231,1707,09:26:16
