排名,股票代码,最新价,昨收价,涨跌幅(%),竞价量,竞价额,买盘,卖盘,时间
1351,002546.SZ,9.05,9.08,-0.33,939,849800.00,1040,1854,09:26:17
1352,000158.SZ,20.33,20.33,0.00,939,1909000.00,83,302,09:26:17
1353,605007.SH,14.05,14.17,-0.85,934,1312300.00,561,157,09:26:16
1354,600885.SH,30.62,30.47,0.49,934,2859900.00,68,131,09:26:17
1355,600638.SH,7.01,7.04,-0.43,932,653300.00,521,222,09:26:17
1356,603341.SH,45.31,45.7,-0.85,931,4216100.00,115,108,09:26:16
1357,688277.SH,25.69,25.44,0.98,928,2383800.00,48,110,09:26:16
1358,300173.SZ,4.68,4.69,-0.21,926,433400.00,5305,1483,09:26:17
1359,002513.SZ,7.53,7.48,0.67,925,696500.00,371,665,09:26:17
1360,002697.SZ,6.07,6.09,-0.33,919,557800.00,4645,1057,09:26:17
1361,603638.SH,24.3,24.43,-0.53,917,2228300.00,168,141,09:26:16
1362,002300.SZ,9.19,9.16,0.33,917,842700.00,292,563,09:26:17
1363,600777.SH,4.1,4.1,0.00,915,375200.00,12794,8974,09:26:17
1364,601001.SH,15.68,15.78,-0.63,914,1433200.00,388,556,09:26:16
1365,002864.SZ,37.01,37.32,-0.83,912,3375300.00,102,75,09:26:17
1366,001331.SZ,53.7,55.2,-2.72,910,4886700.00,129,204,09:26:17
1367,603861.SH,16.6,16.71,-0.66,908,1507300.00,148,87,09:26:16
1368,002493.SZ,14.77,14.83,-0.40,907,1339600.00,381,325,09:26:17
1369,300302.SZ,18.31,18.57,-1.40,906,1658900.00,113,1371,09:26:17
1370,001311.SZ,40.4,40.79,-0.96,903,3646900.00,230,729,09:26:17
1371,002785.SZ,47,47.3,-0.63,900,4230000.00,49,542,09:26:17
1372,002448.SZ,14.3,14.18,0.85,898,1284100.00,308,192,09:26:17
1373,600382.SH,8.85,8.82,0.34,895,792100.00,171,871,09:26:17
1374,600438.SH,18.75,18.85,-0.53,895,1678100.00,316,331,09:26:16
1375,300840.SZ,19.94,20.13,-0.94,895,1784600.00,2967,187,09:26:17
1376,603901.SH,14.42,14.43,-0.07,894,1289100.00,186,162,09:26:17
1377,603879.SH,6.37,6.41,-0.62,892,568200.00,680,599,09:26:16
1378,600004.SH,9.53,9.52,0.11,891,849100.00,3034,4994,09:26:16
1379,300366.SZ,6.8,6.82,-0.29,890,605200.00,2321,846,09:26:17
1380,603507.SH,31.6,31.18,1.35,888,2806100.00,21,66,09:26:16
1381,600507.SH,6.26,6.27,-0.16,884,553400.00,1334,921,09:26:17
1382,600845.SH,23.22,23.22,0.00,883,2050300.00,70,781,09:26:16
1383,600664.SH,3.53,3.53,0.00,883,311700.00,16653,25841,09:26:16
1384,600258.SH,17.05,17.07,-0.12,883,1505500.00,106,463,09:26:16
1385,002603.SZ,17.8,17.81,-0.06,882,1570000.00,177,749,09:26:17
1386,600968.SH,4.26,4.26,0.00,879,374500.00,17954,12176,09:26:17
1387,300476.SZ,266.44,268.5,-0.77,879,23420100.00,5,9,09:26:17
1388,603068.SH,37.78,38.09,-0.81,879,3320900.00,51,307,09:26:17
1389,002523.SZ,4.58,4.6,-0.43,879,402600.00,3433,2068,09:26:17
1390,601528.SH,5.57,5.57,0.00,877,488500.00,6350,6766,09:26:17
1391,000652.SZ,4.18,4.18,0.00,876,366200.00,4417,3300,09:26:17
1392,300591.SZ,9.28,9.28,0.00,875,812000.00,343,420,09:26:17
1393,603596.SH,50.78,50.79,-0.02,875,4443300.00,51,277,09:26:16
1394,000516.SZ,4.97,4.96,0.20,874,434400.00,8422,4844,09:26:17
1395,300221.SZ,11.35,11.41,-0.53,874,992000.00,241,466,09:26:17
1396,600967.SH,17,16.95,0.29,874,1485800.00,377,390,09:26:16
1397,002599.SZ,8.41,8.49,-0.94,874,735000.00,1180,360,09:26:17
1398,688365.SH,24.58,24.86,-1.13,873,2145700.00,69,99,09:26:16
1399,002567.SZ,4.38,4.38,0.00,872,381900.00,8771,20892,09:26:17
1400,300541.SZ,16.39,16.44,-0.30,872,1429200.00,79,941,09:26:17
1401,300196.SZ,17.47,17.56,-0.51,871,1521600.00,233,591,09:26:17
1402,002244.SZ,11.64,11.67,-0.26,870,1012700.00,1219,628,09:26:17
1403,600654.SH,3.9,3.9,0.00,868,338500.00,8382,3513,09:26:17
1404,000632.SZ,5.2,5.2,0.00,867,450800.00,1422,392,09:26:17
1405,601366.SH,4.99,5,-0.20,864,431100.00,2453,5186,09:26:16
1406,688586.SH,15.35,15.51,-1.03,863,1325200.00,743,135,09:26:16
1407,300184.SZ,10.69,10.72,-0.28,863,922500.00,1956,92,09:26:17
1408,300050.SZ,6.100000000000001,6.11,-0.16,863,526400.00,727,1783,09:26:17
1409,603912.SH,9.19,9.24,-0.54,863,793100.00,576,164,09:26:17
1410,000539.SZ,4.86,4.84,0.41,862,418900.00,2260,3697,09:26:17
1411,002970.SZ,74.39,74.54,-0.20,862,6412400.00,79,30,09:26:17
1412,002237.SZ,17.19,17.21,-0.12,860,1478300.00,112,637,09:26:17
1413,600867.SH,8.870000000000001,8.87,0.00,859,761900.00,1115,432,09:26:17
1414,000565.SZ,8.56,8.62,-0.70,858,734400.00,1516,546,09:26:17
1415,603607.SH,25.2,25.26,-0.24,858,2162200.00,128,1269,09:26:16
1416,300533.SZ,35.95,36.31,-0.99,857,3080900.00,319,332,09:26:17
1417,603220.SH,25.63,25.61,0.08,857,2196500.00,178,152,09:26:17
1418,601555.SH,9.44,9.44,0.00,854,806200.00,4720,964,09:26:16
1419,600138.SH,10.18,10.2,-0.20,854,869400.00,1444,2141,09:26:16
1420,300671.SZ,47.2,47.17,0.06,854,4030900.00,147,74,09:26:17
1421,002682.SZ,7.17,7.22,-0.69,853,611600.00,341,614,09:26:17
1422,600156.SH,8.33,8.38,-0.60,853,710500.00,626,376,09:26:17
1423,300062.SZ,8.6,8.65,-0.58,852,732700.00,953,268,09:26:17
1424,603985.SH,17.1,17,0.59,852,1456900.00,176,145,09:26:17
1425,000573.SZ,4.43,4.44,-0.23,852,377400.00,2238,2908,09:26:17
1426,300785.SZ,63.89,64.69,-1.24,850,5430700.00,46,19,09:26:17
1427,300593.SZ,29,29.15,-0.51,850,2465000.00,39,587,09:26:17
1428,600798.SH,3.76,3.77,-0.27,849,319200.00,4233,1645,09:26:17
1429,002488.SZ,13.2,13.2,0.00,846,1116700.00,852,544,09:26:17
1430,300051.SZ,10.43,10.4,0.29,846,882400.00,517,54,09:26:17
1431,002958.SZ,3.2,3.19,0.31,846,270700.00,99783,69110,09:26:17
1432,600773.SH,13.02,13.06,-0.31,845,1100200.00,471,534,09:26:16
1433,600776.SH,18.5,18.62,-0.64,845,1563300.00,197,266,09:26:17
1434,605566.SH,32.5,32.7,-0.61,844,2743000.00,137,325,09:26:16
1435,301548.SZ,85.8,84.43,1.62,842,7224400.00,93,44,09:26:17
1436,603031.SH,58.48,58.48,0.00,841,4918200.00,186,526,09:26:17
1437,600152.SH,8.07,8.05,0.25,839,677100.00,349,115,09:26:16
1438,002796.SZ,44.2,43.95,0.57,837,3699500.00,262,48,09:26:17
1439,600366.SH,14.04,14.06,-0.14,836,1173700.00,93,303,09:26:17
1440,600686.SH,18.46,18.44,0.11,833,1537700.00,72,183,09:26:16
1441,600367.SH,18.57,18.64,-0.38,832,1545000.00,359,936,09:26:17
1442,300077.SZ,21.86,21.87,-0.05,828,1810000.00,538,313,09:26:17
1443,688380.SH,50,50.15,-0.30,828,4138500.00,81,253,09:26:16
1444,000008.SZ,3.03,3.03,0.00,828,250900.00,21617,9626,09:26:17
1445,600195.SH,7.8,7.81,-0.13,825,643500.00,1643,1441,09:26:17
1446,600650.SH,15.72,15.72,0.00,825,1296900.00,73,130,09:26:16
1447,002800.SZ,19.72,19.71,0.05,824,1624100.00,300,77,09:26:17
1448,601828.SH,2.63,2.64,-0.38,824,216700.00,48933,34987,09:26:17
1449,301102.SZ,13.09,13.21,-0.91,823,1077300.00,119,148,09:26:17
1450,002069.SZ,4.1,4.1,0.00,823,337400.00,336,2462,09:26:17
1451,600963.SH,5.69,5.74,-0.87,822,467700.00,680,462,09:26:17
1452,300569.SZ,6.23,6.23,0.00,819,510200.00,1618,643,09:26:17
1453,000890.SZ,5.5,5.5,0.00,819,450500.00,917,1498,09:26:17
1454,601369.SH,10.85,10.85,0.00,818,887500.00,128,72,09:26:17
1455,600569.SH,2.43,2.44,-0.41,817,198500.00,10935,8406,09:26:16
1456,002204.SZ,7.3,7.33,-0.41,815,595000.00,1426,1627,09:26:17
1457,600435.SH,16.9,16.89,0.06,814,1375700.00,106,279,09:26:16
1458,002812.SZ,57.16,57.5,-0.59,813,4647100.00,199,180,09:26:17
1459,300537.SZ,25.5,25.62,-0.47,811,2068100.00,132,414,09:26:17
1460,000863.SZ,6.140000000000001,6.16,-0.32,809,496700.00,1557,679,09:26:17
1461,002642.SZ,8.64,8.71,-0.80,808,698100.00,1420,400,09:26:17
1462,601878.SH,10.71,10.71,0.00,807,864300.00,2199,3575,09:26:16
1463,688280.SH,9.9,9.9,0.00,807,798700.00,400,410,09:26:17
1464,001368.SZ,28.45,28.2,0.89,807,2295900.00,105,339,09:26:17
1465,002803.SZ,18.93,19.19,-1.35,805,1523900.00,428,188,09:26:17
1466,000090.SZ,4.01,4.01,0.00,805,322800.00,4714,6526,09:26:17
1467,002086.SZ,2.33,2.34,-0.43,803,187100.00,40935,17736,09:26:17
1468,300604.SZ,128,128.2,-0.16,803,10278400.00,88,72,09:26:17
1469,300967.SZ,20.8,21.1,-1.42,802,1668200.00,54,286,09:26:17
1470,000862.SZ,6.27,6.26,0.16,802,502900.00,1544,367,09:26:17
1471,002042.SZ,4.44,4.45,-0.22,802,356100.00,5678,1577,09:26:17
1472,000528.SZ,11.8,11.82,-0.17,800,944000.00,1048,327,09:26:17
1473,601966.SH,15.25,15.3,-0.33,798,1217000.00,1084,171,09:26:17
1474,605069.SH,14.47,14.35,0.84,798,1154700.00,59,407,09:26:17
1475,600635.SH,6.27,6.28,-0.16,797,499700.00,2712,3166,09:26:17
1476,603012.SH,8.09,8.09,0.00,797,644800.00,923,425,09:26:16
1477,603213.SH,13.91,13.93,-0.14,796,1107200.00,141,969,09:26:17
1478,688777.SH,85.92,86.25,-0.38,796,6839000.00,78,16,09:26:17
1479,603296.SH,85.79,85.22,0.67,794,6811700.00,15,299,09:26:17
1480,600335.SH,6.59,6.59,0.00,794,523200.00,1579,5859,09:26:17
1481,605358.SH,38.86,39.15,-0.74,792,3077700.00,81,37,09:26:16
1482,301235.SZ,48.3,49.04,-1.51,790,3815700.00,24,163,09:26:17
1483,300414.SZ,15.36,15.36,0.00,790,1213400.00,162,103,09:26:17
1484,600760.SH,55.78,55.94,-0.29,789,4401000.00,24,218,09:26:16
1485,601020.SH,31.26,31.33,-0.22,788,2463300.00,593,156,09:26:16
1486,603011.SH,26.5,26.4,0.38,787,2085600.00,30,163,09:26:17
1487,600982.SH,4.69,4.68,0.21,787,369100.00,2164,5946,09:26:16
1488,603738.SH,16.7,16.66,0.24,786,1312600.00,97,325,09:26:17
1489,002060.SZ,3.77,3.78,-0.26,785,295900.00,16254,21246,09:26:17
1490,600873.SH,10.96,10.97,-0.09,784,859300.00,321,837,09:26:17
1491,300248.SZ,13.51,13.62,-0.81,784,1059200.00,193,136,09:26:17
1492,600791.SH,6.53,6.56,-0.46,782,510600.00,325,1582,09:26:16
1493,600595.SH,8.290000000000001,8.3,-0.12,780,646600.00,476,718,09:26:16
1494,600433.SH,3.5,3.51,-0.28,777,272000.00,10385,5021,09:26:16
1495,600755.SH,6.7,6.71,-0.15,777,520600.00,6057,2201,09:26:16
1496,600621.SH,16.61,16.66,-0.30,777,1290600.00,432,172,09:26:17
1497,603636.SH,11.58,11.53,0.43,775,897500.00,431,540,09:26:17
1498,300177.SZ,9.8,9.8,0.00,774,758500.00,561,617,09:26:17
1499,600315.SH,21.93,21.99,-0.27,773,1695200.00,254,205,09:26:16
1500,601298.SH,9.4,9.43,-0.32,773,726600.00,866,219,09:26:16
1501,002594.SZ,90.88,90.81,0.08,771,7006500.00,359,53,09:26:17
1502,301251.SZ,64.14,64.13,0.02,770,4938800.00,41,12,09:26:17
1503,300083.SZ,8.91,8.92,-0.11,768,684300.00,903,874,09:26:17
1504,600448.SH,3.45,3.45,0.00,767,264600.00,3562,5505,09:26:17
1505,000612.SZ,13.12,13.17,-0.38,767,1006300.00,352,421,09:26:17
1506,300576.SZ,40.55,41,-1.10,766,3106100.00,352,40,09:26:17
1507,300724.SZ,129,129.98,-0.75,765,9868500.00,30,216,09:26:17
1508,002187.SZ,7.63,7.6,0.39,764,582900.00,368,3855,09:26:17
1509,300519.SZ,16.58,16.5,0.48,764,1266700.00,173,222,09:26:17
1510,002522.SZ,6.08,6.1,-0.33,762,463300.00,962,567,09:26:17
1511,600598.SH,15.41,15.46,-0.32,760,1171200.00,711,1155,09:26:16
1512,002714.SZ,45.88,45.92,-0.09,760,3486900.00,42,359,09:26:17
1513,605376.SH,111.65,110.23,1.29,760,8485400.00,110,208,09:26:17
1514,000970.SZ,13.87,13.85,0.14,758,1051300.00,168,409,09:26:17
1515,002652.SZ,4.25,4.25,0.00,758,322200.00,710,380,09:26:17
1516,301291.SZ,46.53,46.68,-0.32,757,3522300.00,71,75,09:26:17
1517,002077.SZ,16.54,16.66,-0.72,756,1250400.00,535,967,09:26:17
1518,000035.SZ,5.86,5.85,0.17,755,442400.00,663,1416,09:26:17
1519,000955.SZ,5.8,5.8,0.00,754,437300.00,837,802,09:26:17
1520,301281.SZ,35.5,35.04,1.31,753,2673200.00,78,84,09:26:17
1521,002715.SZ,17.41,17.5,-0.51,753,1311000.00,129,166,09:26:17
1522,300587.SZ,6.02,6.02,0.00,753,453300.00,948,319,09:26:17
1523,000932.SZ,6.08,6.1,-0.33,753,457800.00,3945,2214,09:26:17
1524,301059.SZ,14.54,14.55,-0.07,751,1092000.00,139,89,09:26:17
1525,300666.SZ,129.8,132.2,-1.82,750,9735600.00,14,27,09:26:17
1526,002606.SZ,11.51,11.6,-0.78,749,862100.00,770,281,09:26:17
1527,002074.SZ,36.84,36.84,0.00,749,2759300.00,191,89,09:26:17
1528,000400.SZ,30.23,30.43,-0.66,748,2261200.00,101,130,09:26:17
1529,002047.SZ,4.27,4.27,0.00,748,319400.00,1639,632,09:26:17
1530,002103.SZ,10.09,10.11,-0.20,744,750700.00,224,1322,09:26:17
1531,002324.SZ,18.01,18.01,0.00,742,1336300.00,117,188,09:26:17
1532,002949.SZ,15.32,15.28,0.26,740,1133700.00,108,32,09:26:17
1533,300255.SZ,47.89,47.8,0.19,740,3543900.00,255,46,09:26:17
1534,000912.SZ,4.63,4.65,-0.43,740,342600.00,3421,1796,09:26:17
1535,002120.SZ,6.92,6.91,0.14,740,512100.00,5073,10726,09:26:17
1536,300852.SZ,46.96,47.48,-1.10,739,3470300.00,164,420,09:26:17
1537,600250.SH,11.55,11.55,0.00,736,850100.00,239,390,09:26:17
1538,300826.SZ,17.4,17.32,0.46,736,1280600.00,111,66,09:26:17
1539,002492.SZ,9.18,9.26,-0.86,735,674700.00,328,504,09:26:17
1540,600802.SH,6.43,6.43,0.00,735,472600.00,220,895,09:26:16
1541,000779.SZ,9.24,9.24,0.00,735,679100.00,294,90,09:26:17
1542,300085.SZ,39.14,39.1,0.10,734,2872900.00,90,468,09:26:17
1543,688229.SH,87.44,84.75,3.17,734,6422300.00,100,141,09:26:17
1544,002484.SZ,29.74,29.85,-0.37,733,2179900.00,150,158,09:26:17
1545,002466.SZ,50.24,50.19,0.10,733,3682600.00,355,41,09:26:17
1546,301308.SZ,284,288.37,-1.52,733,20817200.00,8,60,09:26:17
1547,300774.SZ,21.51,21.23,1.32,732,1574500.00,1356,136,09:26:17
1548,002536.SZ,29.24,29.34,-0.34,732,2140400.00,214,29,09:26:17
1549,300069.SZ,19.35,19.44,-0.46,731,1414500.00,157,357,09:26:17
1550,601952.SH,9.31,9.31,0.00,730,679600.00,970,1657,09:26:16
1551,603693.SH,12.4,12.43,-0.24,730,905200.00,125,598,09:26:17
1552,601218.SH,5.4,5.42,-0.37,729,393700.00,1561,1768,09:26:17
1553,688172.SH,40.8,41.43,-1.52,728,2969500.00,153,36,09:26:16
1554,002746.SZ,6.44,6.44,0.00,727,468200.00,1011,3743,09:26:17
1555,002664.SZ,27.33,27.32,0.04,727,1986900.00,101,116,09:26:17
1556,001209.SZ,24.76,25.23,-1.86,726,1797600.00,253,171,09:26:17
1557,600153.SH,9.49,9.48,0.11,726,688500.00,908,972,09:26:16
1558,000966.SZ,4.49,4.48,0.22,725,325500.00,9009,8024,09:26:17
1559,600865.SH,13.06,13.04,0.15,725,946900.00,502,340,09:26:16
1560,300903.SZ,27.89,27.74,0.54,723,2016400.00,115,258,09:26:17
1561,600783.SH,23.74,23.74,0.00,723,1716400.00,48,691,09:26:16
1562,600025.SH,9.16,9.16,0.00,722,661400.00,1543,2487,09:26:16
1563,002859.SZ,39.95,39.96,-0.03,722,2884400.00,30,95,09:26:17
1564,600210.SH,7.62,7.6,0.26,721,549400.00,2472,2644,09:26:17
1565,002671.SZ,5.81,5.84,-0.51,721,418900.00,897,215,09:26:17
1566,300759.SZ,30.82,30.99,-0.55,721,2222100.00,314,21,09:26:17
1567,603938.SH,26.28,26.35,-0.27,720,1892200.00,29,37,09:26:17
1568,601233.SH,22.24,22.24,0.00,719,1599100.00,324,112,09:26:17
1569,002777.SZ,19.93,19.9,0.15,719,1433000.00,287,238,09:26:17
1570,300190.SZ,4.65,4.65,0.00,719,334300.00,1439,2760,09:26:17
1571,000735.SZ,7.72,7.74,-0.26,718,554300.00,1790,2072,09:26:17
1572,002010.SZ,6.65,6.65,0.00,717,476800.00,958,2200,09:26:17
1573,300703.SZ,27.3,27.53,-0.84,717,1957400.00,129,159,09:26:17
1574,000831.SZ,55.19,55.62,-0.77,716,3951600.00,1051,140,09:26:17
1575,601616.SH,5.11,5.15,-0.78,716,365900.00,1052,1491,09:26:17
1576,600997.SH,6.26,6.26,0.00,716,448200.00,230,1035,09:26:16
1577,300045.SZ,27,26.9,0.37,715,1930500.00,331,105,09:26:17
1578,002317.SZ,19.36,19.43,-0.36,714,1382300.00,195,90,09:26:17
1579,600309.SH,85.59,86,-0.48,714,6111100.00,51,74,09:26:16
1580,601825.SH,8.67,8.64,0.35,714,619000.00,902,2294,09:26:17
1581,600493.SH,8.34,8.28,0.72,714,595500.00,124,622,09:26:17
1582,002460.SZ,65.09,65.03,0.09,714,4644800.00,693,21,09:26:17
1583,300417.SZ,14.32,14.34,-0.14,714,1022400.00,212,34,09:26:17
1584,300012.SZ,15.71,15.8,-0.57,713,1120100.00,1357,308,09:26:17
1585,600098.SH,7,6.97,0.43,712,498400.00,1202,2817,09:26:16
1586,600079.SH,18.93,18.91,0.11,711,1345900.00,647,654,09:26:17
1587,300454.SZ,143.88,143.53,0.24,709,10201100.00,439,32,09:26:17
1588,300375.SZ,5.76,5.76,0.00,709,408400.00,1035,2192,09:26:17
1589,002081.SZ,3.73,3.71,0.54,709,264500.00,9770,13943,09:26:17
1590,600727.SH,7.68,7.72,-0.52,709,544500.00,552,703,09:26:16
1591,002396.SZ,28.86,28.96,-0.35,709,2046200.00,38,64,09:26:17
1592,000933.SZ,31.2,31.38,-0.57,707,2205800.00,187,282,09:26:17
1593,002589.SZ,3.36,3.36,0.00,707,237600.00,5420,14051,09:26:17
1594,300165.SZ,5.49,5.47,0.37,707,388100.00,1784,760,09:26:17
1595,000552.SZ,2.5,2.49,0.40,706,176500.00,78303,67010,09:26:17
1596,600516.SH,5.69,5.7,-0.18,705,401100.00,1981,1136,09:26:16
1597,000598.SZ,7.140000000000001,7.13,0.14,705,503400.00,6316,7037,09:26:17
1598,300395.SZ,96.91,95.85,1.11,704,6822500.00,22,61,09:26:17
1599,002919.SZ,25.35,25.64,-1.13,703,1782100.00,81,102,09:26:17
1600,002631.SZ,5.850000000000001,5.88,-0.51,702,410700.00,1900,2944,09:26:17
1601,600320.SH,5.14,5.14,0.00,701,360300.00,2451,1434,09:26:17
1602,600259.SH,82.17,82.1,0.09,701,5760100.00,553,17,09:26:16
1603,688147.SH,77.9,78.61,-0.90,699,5441300.00,40,43,09:26:16
1604,002020.SZ,16.98,17,-0.12,699,1186900.00,445,370,09:26:17
1605,002840.SZ,9.71,9.74,-0.31,697,676800.00,2082,200,09:26:17
1606,603067.SH,36.67,37,-0.89,694,2544900.00,211,192,09:26:16
1607,600838.SH,11.56,11.49,0.61,694,802300.00,95,875,09:26:17
1608,688702.SH,149.38,147.35,1.38,694,10362900.00,30,116,09:26:17
1609,301076.SZ,43.06,43.8,-1.69,694,2988400.00,190,121,09:26:17
1610,603878.SH,8.540000000000001,8.52,0.23,694,592700.00,649,375,09:26:16
1611,600348.SH,9.42,9.42,0.00,693,652800.00,1064,667,09:26:16
1612,002649.SZ,14,14.05,-0.36,693,970200.00,618,375,09:26:17
1613,300279.SZ,9.17,9.23,-0.65,691,633600.00,254,528,09:26:17
1614,002247.SZ,3.06,3.07,-0.33,689,210800.00,5198,3598,09:26:17
1615,002788.SZ,15.91,15.95,-0.25,689,1096200.00,628,526,09:26:17
1616,301468.SZ,73.14,72.15,1.37,689,5039300.00,112,80,09:26:17
1617,603919.SH,22.59,22.6,-0.04,688,1554200.00,149,766,09:26:17
1618,000797.SZ,3.19,3.2,-0.31,687,219200.00,8081,1870,09:26:17
1619,603030.SH,2.91,2.9,0.34,686,199600.00,2838,4604,09:26:17
1620,600302.SH,13.2,13.08,0.92,685,904200.00,187,138,09:26:16
1621,000876.SZ,8.68,8.67,0.12,684,593700.00,3664,4240,09:26:17
1622,601319.SH,9.16,9.17,-0.11,683,625600.00,5255,2587,09:26:16
1623,000967.SZ,7.28,7.31,-0.41,681,495800.00,891,458,09:26:17
1624,002012.SZ,6.96,6.97,-0.14,679,472600.00,1800,888,09:26:17
1625,688400.SH,44.06,44.38,-0.72,678,2987000.00,35,248,09:26:16
1626,000036.SZ,5.54,5.55,-0.18,676,374500.00,938,638,09:26:17
1627,300706.SZ,42.22,42.55,-0.78,676,2854100.00,119,44,09:26:17
1628,002681.SZ,6.4,6.4,0.00,676,432600.00,2774,1613,09:26:17
1629,002756.SZ,47.5,47.7,-0.42,676,3211000.00,26,203,09:26:17
1630,002076.SZ,2.2,2.19,0.46,676,148700.00,18527,15076,09:26:17
1631,000969.SZ,23.85,23.82,0.13,675,1609900.00,122,519,09:26:17
1632,002622.SZ,3.08,3.06,0.65,674,207600.00,2075,4970,09:26:17
1633,002352.SZ,38.81,38.82,-0.03,673,2611900.00,261,37,09:26:17
1634,300072.SZ,4.61,4.59,0.44,671,309300.00,2277,1378,09:26:17
1635,300498.SZ,15.78,15.79,-0.06,670,1057300.00,943,1135,09:26:17
1636,603189.SH,21.32,21.28,0.19,670,1428400.00,430,603,09:26:17
1637,601568.SH,4.17,4.18,-0.24,668,278600.00,11145,1210,09:26:17
1638,600246.SH,11.7,11.75,-0.43,668,781900.00,357,767,09:26:16
1639,002983.SZ,26.3,26.27,0.11,667,1754200.00,70,38,09:26:17
1640,002458.SZ,9.64,9.67,-0.31,666,642000.00,1092,348,09:26:17
1641,002316.SZ,5.76,5.78,-0.35,666,383600.00,1442,371,09:26:17
1642,600674.SH,14.14,14.12,0.14,665,940300.00,625,925,09:26:17
1643,002023.SZ,11.94,11.9,0.34,664,792800.00,467,520,09:26:17
1644,002164.SZ,14.03,14.13,-0.71,664,931600.00,645,357,09:26:17
1645,601336.SH,80.28,80.34,-0.07,664,5330600.00,58,346,09:26:17
1646,000728.SZ,8.28,8.28,0.00,663,549000.00,5300,2005,09:26:17
1647,002121.SZ,8.58,8.6,-0.23,663,568900.00,410,1838,09:26:17
1648,601083.SH,11.82,11.78,0.34,662,782500.00,194,824,09:26:16
1649,600395.SH,5.61,5.63,-0.36,661,370800.00,1184,1220,09:26:16
1650,000498.SZ,6.25,6.25,0.00,661,413100.00,2163,7544,09:26:17
1651,301040.SZ,38.02,36.7,3.60,661,2513100.00,523,168,09:26:17
1652,601956.SH,7.46,7.42,0.54,659,491600.00,497,1619,09:26:16
1653,002451.SZ,10.25,10.31,-0.58,658,674500.00,670,477,09:26:17
1654,603697.SH,13.15,13.25,-0.75,658,865300.00,299,508,09:26:16
1655,301312.SZ,79.57000000000001,81,-1.77,657,5227700.00,208,102,09:26:17
1656,300179.SZ,20.56,20.52,0.19,657,1350800.00,156,155,09:26:17
1657,603885.SH,14.95,14.88,0.47,657,982200.00,142,874,09:26:16
1658,600500.SH,4.53,4.55,-0.44,657,297600.00,2544,3340,09:26:17
1659,301158.SZ,24.5,24.61,-0.45,654,1602300.00,58,52,09:26:17
1660,002921.SZ,24.51,24.78,-1.09,654,1603000.00,177,866,09:26:17
1661,688343.SH,87.60000000000001,89.16,-1.75,654,5724900.00,109,71,09:26:16
1662,300739.SZ,20.57,20.64,-0.34,653,1343200.00,67,676,09:26:17
1663,002709.SZ,40.89,40.91,-0.05,653,2670100.00,58,401,09:26:17
1664,300997.SZ,24.36,24.26,0.41,653,1590700.00,285,58,09:26:17
1665,002276.SZ,17.26,17.31,-0.29,651,1123600.00,554,221,09:26:17
1666,600642.SH,8.42,8.4,0.24,651,548100.00,1833,4076,09:26:16
1667,600053.SH,20.37,20.62,-1.21,650,1324100.00,211,916,09:26:17
1668,002540.SZ,7.38,7.37,0.14,650,479700.00,364,110,09:26:17
1669,600859.SH,14.58,14.58,0.00,650,947700.00,640,175,09:26:17
1670,002213.SZ,25.82,25.83,-0.04,650,1678300.00,31,193,09:26:17
1671,002402.SZ,36.24,36.44,-0.55,649,2352000.00,219,172,09:26:17
1672,300056.SZ,9.41,9.47,-0.63,647,608800.00,183,476,09:26:17
1673,600571.SH,16.26,16.36,-0.61,646,1050400.00,56,133,09:26:16
1674,600168.SH,5.23,5.24,-0.19,646,337900.00,4302,2379,09:26:17
1675,000989.SZ,9.18,9.18,0.00,646,593000.00,415,978,09:26:17
1676,002304.SZ,55,55.08,-0.15,646,3553000.00,30,424,09:26:17
1677,688119.SH,6.15,6.15,0.00,645,396700.00,1397,1249,09:26:16
1678,603577.SH,11.11,11.1,0.09,645,716600.00,435,308,09:26:17
1679,601865.SH,17.38,17.53,-0.86,644,1119300.00,148,156,09:26:17
1680,601718.SH,3.34,3.34,0.00,644,215100.00,16531,11860,09:26:17
1681,603755.SH,33.38,34.82,-4.14,644,2149700.00,174,26,09:26:17
1682,601326.SH,3.53,3.52,0.28,643,227000.00,25281,22228,09:26:16
1683,000065.SZ,11.87,11.87,0.00,642,762100.00,339,1169,09:26:17
1684,600572.SH,4.53,4.52,0.22,642,290800.00,26501,22810,09:26:17
1685,600009.SH,31.34,31.3,0.13,641,2008900.00,177,557,09:26:16
1686,300359.SZ,6.06,6.12,-0.98,640,387800.00,1024,598,09:26:17
1687,600327.SH,4.68,4.7,-0.43,640,299500.00,4306,1748,09:26:17
1688,002760.SZ,24.03,24.2,-0.70,639,1535500.00,100,116,09:26:17
1689,600021.SH,20.37,20.37,0.00,639,1301600.00,479,106,09:26:17
1690,603688.SH,41.88,42.19,-0.73,638,2671900.00,40,376,09:26:16
1691,300011.SZ,9.1,9.14,-0.44,638,580600.00,328,303,09:26:17
1692,688311.SH,45.68,45.45,0.51,638,2913300.00,78,22,09:26:16
1693,300578.SZ,25.4,25.44,-0.16,637,1618000.00,49,64,09:26:17
1694,301120.SZ,20.34,20.47,-0.64,637,1295700.00,380,195,09:26:17
1695,000572.SZ,7.11,7.12,-0.14,637,452900.00,2006,963,09:26:17
1696,002321.SZ,2.4,2.4,0.00,636,152600.00,28775,23937,09:26:17
1697,301172.SZ,31,30.85,0.49,635,1968500.00,64,159,09:26:17
