stock,fri_atr_ratio,fri_vol_ratio,fri_amt_ratio,fri_change,mon_atr_ratio,mon_vol_ratio,mon_amt_ratio,mon_change,has_fri_signal,is_mon_breakout,prepos_signal
688258.SH,1.05,1.101,1.054,5.78,0.687,0.792,0.729,-2.97,False,False,False
603882.SH,0.71,0.529,0.511,0.91,1.013,0.877,0.823,-2.92,False,False,False
603533.SH,1.515,2.877,3.044,-0.2,1.205,2.224,2.193,-7.26,True,False,False
603128.SH,0.978,1.179,1.19,0.83,2.12,1.68,1.688,-1.16,False,False,False
601995.SH,0.532,0.651,0.648,-0.06,1.064,0.899,0.893,-0.03,False,False,False
601818.SH,0.365,0.619,0.602,0.0,0.73,1.064,1.036,0.0,False,False,False
600329.SH,0.431,0.494,0.47,-0.44,0.79,0.778,0.728,-1.86,False,False,False
600732.SH,1.046,0.691,0.7,2.54,0.984,0.697,0.697,-2.34,False,False,False
600746.SH,0.845,0.766,0.79,-0.12,2.72,3.991,4.337,4.11,False,False,False
605300.SH,0.416,0.531,0.519,-0.34,1.324,0.813,0.779,-2.25,False,False,False
603456.SH,0.379,0.545,0.527,-0.11,2.022,1.677,1.572,-3.63,False,False,False
688349.SH,0.654,0.824,0.813,-0.6,0.795,1.235,1.203,-0.83,False,False,False
603039.SH,0.313,0.968,0.784,0.9,0.552,1.08,0.849,-3.74,False,False,False
603993.SH,0.921,1.007,1.006,4.17,1.143,1.383,1.401,3.38,False,False,False
688726.SH,0.946,0.883,0.997,8.58,0.947,0.763,0.85,-7.41,False,False,False
601058.SH,0.723,0.51,0.5,-0.19,1.037,0.932,0.897,-2.42,False,False,False
603520.SH,0.528,0.522,0.514,-0.1,1.762,1.33,1.273,-3.63,False,False,False
600630.SH,0.694,0.635,0.627,0.66,1.866,1.154,1.113,-3.28,False,False,False
600644.SH,3.734,4.477,5.022,7.2,1.765,3.668,4.184,-1.08,True,False,False
603879.SH,0.926,0.871,0.885,-1.67,1.562,1.322,1.289,-4.02,False,False,False
601633.SH,0.994,1.501,1.477,-1.44,0.998,1.515,1.474,-0.39,False,False,False
688420.SH,0.994,0.848,0.85,-0.98,1.963,1.306,1.277,-3.91,False,False,False
601228.SH,1.171,1.175,1.183,2.28,0.849,1.308,1.328,0.28,False,False,False
600919.SH,1.034,0.678,0.7,-0.96,1.076,0.747,0.768,0.87,False,False,False
605006.SH,0.694,1.695,1.914,-4.41,1.618,1.542,1.706,-2.45,False,False,False
600985.SH,0.751,1.011,1.09,0.75,1.07,1.603,1.777,3.48,False,False,False
605198.SH,0.713,0.527,0.489,1.04,0.91,1.007,0.95,1.83,False,False,False
600159.SH,0.658,0.646,0.662,0.0,1.25,0.77,0.773,-2.25,False,False,False
600887.SH,0.617,0.645,0.634,-0.15,1.188,0.943,0.917,-0.31,False,False,False
600536.SH,1.195,0.842,0.797,1.69,1.488,1.049,0.97,-3.34,False,False,False
603626.SH,0.668,0.63,0.726,0.43,0.917,0.732,0.843,-1.33,False,False,False
688139.SH,0.417,0.544,0.534,0.27,1.288,1.138,1.104,-1.7,False,False,False
688522.SH,0.504,0.761,0.756,-0.88,1.043,1.798,1.825,1.82,False,False,False
688556.SH,1.013,0.961,1.062,5.45,1.129,1.173,1.365,-1.03,False,False,False
688008.SH,0.406,0.472,0.451,-0.95,0.637,0.57,0.539,-2.51,False,False,False
601600.SH,0.926,0.629,0.632,1.93,1.246,1.095,1.12,4.01,False,False,False
600080.SH,1.141,1.326,1.454,1.78,1.791,1.314,1.409,-3.6,False,False,False
603717.SH,0.887,0.835,0.84,1.02,1.736,1.67,1.633,-5.44,False,False,False
603378.SH,0.799,1.107,1.127,1.42,1.619,1.302,1.304,-3.79,False,False,False
603390.SH,0.605,0.745,0.728,-0.77,1.783,1.228,1.183,-2.02,False,False,False
600571.SH,0.891,0.927,0.909,1.14,1.916,1.836,1.724,-5.64,False,False,False
603689.SH,1.305,1.282,1.288,1.67,1.361,2.983,3.043,1.88,True,False,False
600505.SH,2.407,3.77,4.085,3.71,1.948,2.634,2.837,-1.17,True,False,False
688196.SH,0.602,0.703,0.722,0.1,1.193,1.175,1.229,-0.75,False,False,False
600828.SH,0.449,0.49,0.454,1.61,0.596,0.59,0.52,-6.8,False,False,False
603615.SH,0.513,0.637,0.591,-0.09,1.093,1.008,0.914,-3.66,False,False,False
688511.SH,2.598,3.217,3.121,-6.45,1.092,2.775,2.801,4.42,True,False,False
601319.SH,0.58,0.829,0.784,-0.23,0.92,1.0,0.94,-0.12,False,False,False
601702.SH,1.269,0.876,0.873,6.08,0.767,0.875,0.858,-2.87,True,False,False
600599.SH,1.15,0.788,0.619,-0.18,1.805,0.858,0.656,-4.42,False,False,False
600182.SH,0.635,0.452,0.449,0.07,1.572,1.552,1.513,-2.4,False,False,False
603661.SH,0.878,0.682,0.686,0.17,1.41,1.349,1.342,-2.42,False,False,False
688565.SH,2.05,1.194,1.282,5.56,2.202,2.741,3.107,2.5,True,False,False
603096.SH,0.411,0.654,0.642,-0.31,1.683,1.499,1.42,-4.52,False,False,False
688789.SH,3.077,1.933,2.091,6.12,1.868,1.743,1.956,0.65,True,False,False
688392.SH,1.266,1.051,1.1,0.5,0.6,0.817,0.845,-3.58,True,False,False
600775.SH,0.782,0.836,0.846,1.71,0.955,1.028,1.017,-4.05,False,False,False
603948.SH,0.556,0.585,0.594,0.17,1.049,0.646,0.646,-2.0,False,False,False
605333.SH,0.627,1.29,1.275,-0.98,2.744,2.442,2.321,-5.39,False,False,False
601169.SH,0.645,0.611,0.617,0.37,1.28,1.078,1.092,0.74,False,False,False
600386.SH,0.581,0.588,0.57,-0.89,1.5,1.013,0.959,-3.15,False,False,False
688278.SH,0.653,0.522,0.536,-0.69,1.043,1.113,1.118,-1.81,False,False,False
688663.SH,0.896,1.021,1.035,1.32,2.206,2.953,3.216,7.31,False,True,False
603567.SH,0.388,0.427,0.403,-0.12,0.597,0.658,0.612,-2.49,False,False,False
688617.SH,2.69,2.392,2.509,8.24,1.02,1.239,1.267,-3.09,True,False,False
600284.SH,0.667,0.868,0.856,-0.87,1.194,1.104,1.086,-1.13,False,False,False
603108.SH,0.587,0.715,0.693,1.46,0.849,0.895,0.84,-4.37,False,False,False
600603.SH,1.064,1.071,1.127,1.42,1.417,1.217,1.302,0.14,False,False,False
600218.SH,0.84,1.017,1.03,1.28,1.255,1.175,1.175,-2.16,False,False,False
601083.SH,1.511,1.718,1.808,2.45,2.396,2.891,3.058,-0.4,True,False,False
688290.SH,0.527,0.653,0.653,-0.44,1.006,1.025,1.008,-3.11,False,False,False
603194.SH,0.562,0.794,0.779,-1.3,1.322,1.261,1.199,-3.4,False,False,False
601929.SH,0.356,0.494,0.466,0.0,1.054,0.923,0.83,-5.49,False,False,False
688369.SH,0.89,0.68,0.636,2.72,0.949,0.964,0.873,-4.6,False,False,False
688772.SH,0.434,0.85,0.811,-0.58,1.863,2.514,2.291,-5.88,False,False,False
603019.SH,1.487,1.084,1.081,0.16,0.675,0.902,0.888,-1.88,True,False,False
603402.SH,0.475,0.522,0.481,1.85,0.978,0.714,0.631,-5.47,False,False,False
601515.SH,0.801,0.897,0.942,-2.26,0.866,1.004,1.037,-0.84,False,False,False
600395.SH,0.829,0.613,0.655,1.88,1.266,0.881,0.951,0.17,False,False,False
603085.SH,0.797,0.829,0.84,-0.57,1.782,1.466,1.434,-4.71,False,False,False
601838.SH,0.673,0.623,0.628,-0.12,2.635,2.279,2.344,3.53,False,False,False
600712.SH,0.555,0.547,0.543,0.31,1.902,1.258,1.215,-4.11,False,False,False
600309.SH,1.073,1.008,1.078,3.31,0.805,1.106,1.199,1.42,False,False,False
688381.SH,0.556,0.75,0.75,-1.3,1.071,1.097,1.066,-3.36,False,False,False
600610.SH,0.355,0.456,0.455,0.84,0.684,0.525,0.519,-1.83,False,False,False
688698.SH,0.438,0.502,0.455,-0.47,0.752,1.322,1.148,-4.12,False,False,False
688283.SH,0.474,0.33,0.335,-1.29,0.569,0.42,0.417,-2.45,False,False,False
603187.SH,1.007,0.859,0.867,-2.24,0.791,1.541,1.543,-0.68,False,False,False
600664.SH,0.817,0.791,0.787,0.57,1.225,1.263,1.257,0.0,False,False,False
603859.SH,0.922,0.879,0.899,0.06,1.83,1.687,1.758,-0.33,False,False,False
688670.SH,0.535,0.455,0.409,2.16,1.133,0.775,0.677,-4.73,False,False,False
605222.SH,0.629,0.867,0.886,1.06,0.846,0.83,0.84,-0.82,False,False,False
603500.SH,1.501,4.318,4.39,0.0,0.896,4.0,3.983,-1.61,True,False,False
600460.SH,0.451,0.57,0.573,-1.11,0.617,0.726,0.712,-3.29,False,False,False
688087.SH,2.91,3.968,4.299,5.93,2.301,5.693,6.431,6.23,True,True,True
603383.SH,0.627,0.735,0.719,0.7,2.075,1.668,1.586,-4.4,False,False,False
603798.SH,1.594,0.879,0.861,5.0,1.952,3.06,3.065,1.47,True,False,False
688400.SH,0.904,1.035,1.103,0.11,0.734,1.054,1.1,-2.88,False,False,False
601208.SH,1.544,1.935,2.284,3.01,1.225,1.564,1.967,-0.09,True,False,False
600488.SH,0.687,0.607,0.606,0.47,1.263,1.232,1.212,-2.11,False,False,False
600939.SH,0.79,0.832,0.851,1.23,1.077,1.054,1.066,-2.12,False,False,False
603606.SH,0.444,0.714,0.737,-1.82,1.55,1.02,1.057,0.02,False,False,False
688502.SH,0.577,0.645,0.614,-1.89,0.724,0.932,0.863,-3.84,False,False,False
688119.SH,0.847,0.767,0.717,0.47,0.652,0.705,0.645,-1.41,False,False,False
600191.SH,1.005,1.017,1.023,3.76,0.828,1.119,1.137,-1.13,False,False,False
603269.SH,2.908,5.28,5.954,7.56,1.069,2.672,3.034,-1.3,True,False,False
688576.SH,2.287,1.166,1.201,6.0,0.873,0.829,0.828,-5.03,True,False,False
600179.SH,0.854,0.86,0.849,1.63,1.263,1.434,1.426,1.4,False,False,False
600562.SH,1.063,1.038,1.017,-1.65,1.077,2.63,2.674,5.71,False,False,False
603281.SH,0.946,1.187,1.264,-0.32,0.609,0.976,1.03,-0.21,False,False,False
600516.SH,2.274,2.752,2.932,5.87,1.947,3.06,3.342,3.33,True,False,False
688185.SH,1.99,1.867,1.889,6.23,1.419,1.356,1.389,-1.51,True,False,False
600636.SH,0.73,1.026,1.006,0.79,1.179,1.226,1.188,-2.7,False,False,False
600259.SH,1.2,1.176,1.412,10.0,0.972,1.802,2.362,10.0,False,False,False
600642.SH,1.253,1.748,1.79,1.54,2.277,2.566,2.68,3.15,True,False,False
601968.SH,0.584,0.491,0.498,0.66,1.189,0.989,0.983,-1.8,False,False,False
605298.SH,0.523,0.806,0.829,-0.54,0.777,1.003,1.028,0.02,False,False,False
688656.SH,1.271,1.01,0.983,3.9,1.341,0.905,0.895,-0.74,True,False,False
688622.SH,0.904,0.752,0.758,-0.02,0.704,0.568,0.568,-4.59,False,False,False
603897.SH,4.215,4.163,4.578,10.02,4.591,4.708,5.752,9.99,True,True,True
688239.SH,1.207,1.24,1.378,0.59,1.022,1.457,1.629,-1.62,True,False,False
601882.SH,0.797,1.323,1.38,-2.09,1.827,2.129,2.21,1.25,False,False,False
601128.SH,0.914,1.058,1.051,0.98,1.06,1.02,1.016,0.56,False,False,False
603995.SH,1.887,1.552,1.632,2.68,0.943,1.4,1.46,-1.03,True,False,False
688720.SH,0.648,1.013,0.998,-1.66,1.212,1.253,1.255,2.03,False,False,False
600734.SH,1.043,0.974,0.961,1.78,1.029,1.159,1.107,-5.03,False,False,False
603909.SH,1.003,1.014,1.034,0.25,1.981,1.798,1.768,-4.36,False,False,False
600740.SH,1.616,1.2,1.282,6.36,1.295,1.253,1.351,-1.2,True,False,False
600869.SH,0.639,0.881,1.063,-1.31,0.738,0.804,0.95,-3.32,False,False,False
688550.SH,0.406,0.582,0.563,-0.96,0.725,0.871,0.825,-1.72,False,False,False
688809.SH,0.708,0.562,0.605,0.11,1.011,0.749,0.786,-4.46,False,False,False
600881.SH,0.79,1.015,1.012,0.55,1.616,1.509,1.473,-2.19,False,False,False
600530.SH,0.771,0.826,0.786,-1.58,0.835,1.053,0.976,-2.56,False,False,False
600446.SH,0.866,1.099,1.081,1.98,1.515,1.63,1.56,-4.08,False,False,False
600029.SH,1.611,1.078,1.031,-3.29,0.991,1.977,1.788,-4.63,True,False,False
600983.SH,1.204,1.175,1.241,0.57,1.261,0.914,0.937,-2.69,True,False,False
688426.SH,0.739,0.984,0.941,0.12,2.325,1.707,1.559,-5.77,False,False,False
603339.SH,0.854,0.912,0.922,-0.77,1.173,1.144,1.132,-2.95,False,False,False
603722.SH,0.736,0.752,0.752,-0.4,1.089,1.213,1.193,-1.09,False,False,False
688049.SH,1.029,0.847,0.85,0.52,1.058,1.243,1.204,-5.15,False,False,False
600557.SH,0.339,0.451,0.439,0.21,1.111,0.948,0.909,-2.42,False,False,False
600892.SH,0.553,0.504,0.513,0.51,0.976,1.115,1.098,-2.81,False,False,False
600523.SH,1.379,1.406,1.469,0.95,0.964,1.273,1.313,-0.94,True,False,False
600138.SH,0.489,0.538,0.529,0.62,1.11,1.228,1.185,-2.04,False,False,False
603228.SH,0.487,1.172,1.206,-3.93,1.771,1.228,1.28,1.08,False,False,False
603633.SH,0.798,1.26,1.22,-0.87,1.703,1.487,1.408,-3.95,False,False,False
605111.SH,0.581,0.902,0.938,-2.54,0.562,0.689,0.711,-3.29,False,False,False
688158.SH,1.275,1.114,1.179,4.05,0.596,0.733,0.747,-4.68,True,False,False
688543.SH,0.599,0.836,0.852,-0.94,1.458,2.688,2.947,7.17,False,False,False
688435.SH,0.601,0.673,0.668,0.7,0.663,0.742,0.702,-5.93,False,False,False
600455.SH,0.85,1.087,1.101,0.82,2.164,1.195,1.181,-4.49,False,False,False
600421.SH,0.501,0.622,0.63,0.13,0.513,0.943,0.938,-2.41,False,False,False
600990.SH,0.466,0.668,0.655,-0.7,0.978,2.291,2.298,3.06,False,False,False
601456.SH,0.839,0.958,0.957,0.61,1.006,1.059,1.047,-1.42,False,False,False
688631.SH,0.545,0.966,0.957,-1.97,1.459,1.321,1.277,-3.17,False,False,False
603535.SH,0.792,0.89,0.872,-0.1,1.844,1.467,1.403,-3.34,False,False,False
603818.SH,0.817,0.888,0.899,-1.02,1.495,1.062,1.055,-2.84,False,False,False
600651.SH,0.479,0.623,0.6,0.37,0.905,1.069,0.996,-4.86,False,False,False
600727.SH,0.969,1.176,1.242,1.13,1.644,2.318,2.497,0.99,False,False,False
605389.SH,0.759,0.877,0.827,0.75,1.022,1.149,1.101,1.27,False,False,False
600348.SH,1.309,1.091,1.152,4.13,1.121,1.549,1.684,2.48,True,False,False
600753.SH,2.727,3.583,4.167,5.02,2.227,4.431,5.514,3.82,True,False,False
603058.SH,0.586,0.575,0.629,-0.83,1.22,0.826,0.889,-0.38,False,False,False
603986.SH,0.613,0.732,0.73,-3.04,0.636,0.613,0.601,-2.28,False,False,False
688733.SH,0.611,0.78,0.797,0.54,0.963,0.907,0.916,-2.62,False,False,False
688328.SH,0.771,0.752,0.768,0.15,0.794,1.073,1.106,-1.3,False,False,False
600851.SH,0.632,0.325,0.334,0.73,1.095,0.746,0.742,-4.82,False,False,False
603277.SH,0.57,0.486,0.482,-0.73,1.364,1.189,1.162,-1.54,False,False,False
601360.SH,0.542,0.545,0.538,0.57,0.636,0.66,0.633,-3.39,False,False,False
688568.SH,0.708,0.958,0.891,0.65,2.168,2.106,2.116,8.26,False,True,False
688173.SH,0.58,0.789,0.798,-0.41,1.182,1.175,1.164,-3.08,False,False,False
600825.SH,0.545,0.473,0.439,0.79,1.02,0.718,0.647,-3.74,False,False,False
605555.SH,0.774,1.214,1.161,-2.7,1.554,1.846,1.678,-5.38,False,False,False
603618.SH,2.063,1.442,1.78,10.0,0.915,1.415,1.924,0.99,True,False,False
603203.SH,1.325,0.962,0.989,-3.5,0.879,0.961,0.98,-1.54,True,False,False
688107.SH,0.91,1.78,1.962,-3.49,1.01,1.431,1.506,-3.83,False,False,False
600594.SH,0.742,0.819,0.816,0.74,1.756,1.437,1.4,-3.41,False,False,False
600113.SH,0.49,0.752,0.724,-1.75,0.748,0.873,0.827,-0.03,False,False,False
600508.SH,0.815,0.959,0.991,2.02,0.922,1.508,1.581,1.07,False,False,False
688580.SH,1.459,1.71,1.734,4.89,1.528,1.224,1.244,-1.37,True,False,False
601388.SH,0.716,0.665,0.7,2.39,0.762,0.758,0.799,-0.23,False,False,False
600167.SH,0.869,0.848,0.837,1.72,1.088,0.918,0.895,-1.69,False,False,False
600011.SH,1.911,2.894,2.945,2.12,2.337,2.893,3.02,2.21,True,False,False
688099.SH,0.467,0.664,0.704,-2.23,0.704,0.82,0.845,-3.09,False,False,False
603786.SH,0.671,0.503,0.471,0.54,0.968,1.065,0.971,-2.56,False,False,False
688071.SH,0.626,0.661,0.692,-2.88,0.905,0.82,0.811,-6.97,False,False,False
603375.SH,0.561,0.65,0.656,-0.38,1.372,0.893,0.889,-2.76,False,False,False
688005.SH,0.449,0.662,0.657,-0.09,1.033,0.99,0.944,-4.79,False,False,False
601216.SH,0.566,0.626,0.642,1.35,1.17,0.925,0.956,0.5,False,False,False
600496.SH,0.65,0.583,0.579,0.66,1.165,1.25,1.225,-2.39,False,False,False
600927.SH,1.713,1.449,1.413,3.86,1.108,1.32,1.272,-2.24,True,False,False
603301.SH,0.362,0.692,0.738,-0.1,1.233,1.043,1.153,2.89,False,False,False
600261.SH,0.628,0.69,0.706,-0.78,1.383,1.208,1.214,-1.56,False,False,False
600215.SH,0.671,0.568,0.568,0.78,1.091,0.909,0.888,-3.87,False,False,False
603833.SH,0.484,0.473,0.453,-0.23,0.799,0.65,0.623,-0.19,False,False,False
688686.SH,0.629,0.995,0.953,-1.2,1.385,1.759,1.618,-5.14,False,False,False
603199.SH,0.454,0.745,0.702,2.13,0.672,0.733,0.689,-0.5,False,False,False
688201.SH,1.902,1.916,1.996,6.95,1.381,1.582,1.604,-4.65,True,False,False
601012.SH,0.472,0.432,0.423,0.27,0.913,0.611,0.594,-1.09,False,False,False
600289.SH,1.982,3.127,3.333,3.87,1.526,2.313,2.396,-2.62,True,False,False
600692.SH,0.544,0.69,0.713,0.74,1.235,0.781,0.8,-1.84,False,False,False
603105.SH,0.847,1.271,1.286,2.23,0.829,1.088,1.097,-1.42,False,False,False
601066.SH,0.795,0.675,0.66,0.55,1.337,0.805,0.779,-1.64,False,False,False
688275.SH,1.298,1.01,1.102,6.61,1.356,1.358,1.567,3.47,True,False,False
603171.SH,0.67,0.899,0.776,0.86,0.654,0.638,0.54,-2.01,False,False,False
603007.SH,1.099,1.336,1.504,1.01,1.47,1.587,1.756,-4.3,False,False,False
688303.SH,0.544,0.533,0.511,0.29,0.73,0.804,0.774,0.71,False,False,False
688718.SH,1.594,1.773,1.88,2.79,2.076,2.472,2.658,-1.77,True,False,False
600790.SH,0.647,0.534,0.537,1.0,1.584,0.949,0.945,-1.97,False,False,False
603073.SH,0.571,0.71,0.723,0.19,1.61,1.034,1.029,-3.62,False,False,False
688377.SH,1.676,2.011,2.283,6.32,1.152,3.199,3.8,5.43,True,False,False
600778.SH,0.388,0.402,0.383,-0.28,0.991,0.557,0.514,-3.87,False,False,False
600363.SH,0.29,0.73,0.714,-0.82,0.853,1.238,1.217,0.5,False,False,False
603931.SH,0.727,0.853,0.844,-0.63,1.082,0.912,0.898,-1.15,False,False,False
688212.SH,1.357,1.196,1.18,1.83,1.162,0.912,0.896,-1.68,True,False,False
601001.SH,1.175,0.855,0.929,2.98,1.277,1.697,1.857,0.18,False,False,False
688609.SH,0.485,0.701,0.688,-0.11,1.761,1.461,1.377,-4.94,False,False,False
600681.SH,0.934,0.884,0.892,2.39,1.262,1.49,1.525,0.93,False,False,False
603116.SH,0.367,0.569,0.555,-0.31,2.397,1.443,1.351,-5.53,False,False,False
688266.SH,0.493,0.58,0.538,-1.65,0.99,1.108,1.008,-2.51,False,False,False
603162.SH,0.614,0.44,0.466,-1.18,1.72,1.841,2.06,7.01,False,False,False
603579.SH,0.521,0.681,0.653,0.17,1.5,1.098,1.017,-4.49,False,False,False
600272.SH,0.617,0.716,0.692,-0.36,1.708,1.055,0.991,-3.66,False,False,False
600206.SH,1.132,1.946,2.171,2.69,1.347,2.154,2.402,-0.85,False,False,False
688695.SH,0.717,1.469,1.454,-0.17,1.373,1.657,1.579,-4.56,False,False,False
600370.SH,0.702,1.054,0.924,-3.38,1.595,1.908,1.675,1.31,False,False,False
603956.SH,0.659,0.65,0.641,-0.29,3.043,2.295,2.147,-7.48,False,False,False
603088.SH,1.006,1.839,2.003,-0.66,1.079,1.38,1.51,-1.7,False,False,False
603922.SH,0.65,0.791,0.877,1.33,1.101,1.271,1.41,-1.79,False,False,False
603014.SH,0.723,0.63,0.624,0.1,1.583,1.039,1.013,-2.1,False,False,False
601518.SH,0.971,0.96,0.985,0.67,1.57,1.549,1.574,-1.0,False,False,False
688310.SH,0.646,0.847,0.881,0.51,1.387,0.908,0.937,-2.42,False,False,False
600398.SH,2.23,2.052,2.119,4.01,0.812,1.292,1.317,-2.62,True,False,False
600783.SH,0.709,0.602,0.595,-0.21,0.952,0.718,0.698,-1.83,False,False,False
603060.SH,1.078,0.96,0.98,1.62,0.927,1.003,1.006,-2.03,False,False,False
601177.SH,0.429,0.723,0.72,-0.47,1.111,1.121,1.097,-2.29,False,False,False
603697.SH,0.558,0.722,0.677,-0.65,1.488,1.321,1.17,-6.19,False,False,False
600100.SH,1.06,0.953,0.969,1.6,0.916,0.985,0.983,-1.79,False,False,False
688188.SH,0.703,0.637,0.626,-1.2,1.633,1.353,1.357,3.22,False,False,False
688593.SH,1.245,0.987,1.369,3.39,0.888,1.001,1.394,-3.75,True,False,False
688160.SH,0.567,0.469,0.442,0.49,0.701,0.683,0.629,-3.02,False,False,False
603210.SH,0.43,0.512,0.505,-0.1,1.442,0.89,0.865,-1.59,False,False,False
688114.SH,0.445,0.558,0.532,-0.93,1.052,0.905,0.84,-2.37,False,False,False
600587.SH,0.485,0.702,0.682,0.58,1.25,1.097,1.053,-1.61,False,False,False
688479.SH,0.936,1.358,1.668,2.24,1.364,1.205,1.519,2.4,False,False,False
688062.SH,0.567,0.594,0.561,0.37,1.452,1.081,0.989,-4.04,False,False,False
603366.SH,0.329,0.432,0.415,-0.61,0.85,0.768,0.722,-3.09,False,False,False
688016.SH,0.567,0.565,0.59,-0.12,2.741,5.011,5.694,10.15,False,True,False
603709.SH,0.646,0.601,0.615,1.44,1.284,1.089,1.089,-3.26,False,False,False
603312.SH,0.536,0.547,0.529,-0.73,0.92,0.71,0.674,-2.45,False,False,False
600419.SH,0.717,0.584,0.58,0.5,1.47,1.051,1.027,-2.51,False,False,False
600076.SH,0.355,0.334,0.333,0.0,0.492,0.437,0.423,-3.76,False,False,False
600356.SH,0.659,0.726,0.753,0.0,1.125,1.216,1.243,-2.28,False,False,False
603970.SH,0.56,0.658,0.661,1.45,1.08,0.815,0.815,-0.78,False,False,False
600322.SH,0.591,0.642,0.651,0.41,1.725,1.668,1.627,-5.76,False,False,False
600739.SH,0.557,0.604,0.594,0.66,1.079,1.079,1.06,0.0,False,False,False
603429.SH,1.267,0.637,0.603,-1.15,0.748,0.683,0.629,-3.6,True,False,False
603032.SH,0.575,0.6,0.583,0.16,1.556,1.256,1.188,-4.21,False,False,False
688336.SH,1.008,0.927,0.905,-4.01,0.867,0.904,0.858,-2.44,False,False,False
603998.SH,0.457,0.501,0.504,0.0,1.25,0.984,0.973,-2.58,False,False,False
688759.SH,0.55,0.513,0.459,-0.79,0.664,0.639,0.55,-3.45,False,False,False
688234.SH,1.171,0.843,0.814,-3.27,1.098,0.872,0.826,-4.12,False,False,False
603130.SH,0.195,0.414,0.354,-0.47,0.599,0.669,0.56,-2.71,False,False,False
601965.SH,0.718,0.599,0.615,0.7,0.805,0.89,0.892,-2.55,False,False,False
603806.SH,1.046,0.695,0.692,1.91,0.848,0.626,0.622,0.66,False,False,False
600966.SH,0.519,1.173,1.238,-1.56,1.753,1.597,1.71,3.66,False,False,False
688030.SH,1.216,1.142,1.127,2.89,1.604,1.496,1.42,-6.27,True,False,False
603334.SH,0.444,0.582,0.588,-0.16,0.706,1.073,1.112,1.53,False,False,False
600050.SH,0.879,0.673,0.661,0.82,1.316,0.958,0.945,0.2,False,False,False
600126.SH,2.482,2.175,2.357,9.96,0.801,2.379,2.522,-3.52,True,False,False
605588.SH,0.773,0.784,0.832,-1.11,1.305,1.344,1.382,-3.34,False,False,False
600549.SH,1.304,1.183,1.352,10.0,1.024,1.393,1.723,6.77,True,False,False
600152.SH,0.983,1.491,1.627,-2.72,2.296,2.373,2.602,3.8,False,False,False
600864.SH,1.055,0.754,0.749,1.08,1.435,1.065,1.044,-1.98,False,False,False
603659.SH,0.525,1.024,1.012,-0.63,0.778,0.848,0.835,-0.7,False,False,False
688146.SH,0.807,1.153,1.205,-1.4,0.675,1.404,1.474,0.0,False,False,False
600810.SH,0.502,0.531,0.515,0.24,1.09,0.803,0.778,-0.71,False,False,False
603236.SH,0.988,0.843,0.803,-0.62,0.899,1.192,1.109,-3.15,False,False,False
688132.SH,0.544,0.818,0.842,0.7,2.497,2.265,2.354,-2.47,False,False,False
688529.SH,0.501,0.682,0.693,0.15,1.018,1.221,1.213,-4.15,False,False,False
600037.SH,0.509,0.842,0.835,-0.86,0.784,0.984,0.954,-2.6,False,False,False
600458.SH,0.607,0.9,0.91,-0.6,0.765,0.966,0.972,-0.95,False,False,False
605499.SH,1.75,2.403,2.242,-4.81,0.997,1.164,1.068,-1.77,True,False,False
688057.SH,0.755,1.07,1.106,-0.15,1.621,1.479,1.506,-2.23,False,False,False
600975.SH,0.761,0.747,0.741,0.71,1.097,1.01,0.997,-0.88,False,False,False
603353.SH,1.266,0.895,1.016,10.0,0.585,2.164,2.716,9.99,True,False,False
688023.SH,1.541,1.448,1.463,4.34,1.11,1.165,1.148,-3.05,True,False,False
600901.SH,1.123,0.862,0.879,2.06,1.189,1.134,1.166,0.31,False,False,False
603327.SH,1.466,1.255,1.268,1.14,1.36,1.263,1.244,-3.55,True,False,False
605507.SH,0.548,0.445,0.457,-0.14,1.034,0.853,0.855,-1.82,False,False,False
600877.SH,0.386,0.426,0.377,0.1,0.822,0.625,0.546,-2.4,False,False,False
688155.SH,0.369,0.418,0.41,-1.49,1.186,1.214,1.249,5.33,False,False,False
605168.SH,0.846,0.712,0.655,2.12,0.8,0.812,0.733,-4.24,False,False,False
600803.SH,1.541,1.472,1.522,3.03,3.024,3.329,3.565,7.21,True,True,True
603225.SH,0.858,1.347,1.339,-0.19,1.903,1.781,1.833,5.51,False,False,False
688121.SH,0.965,0.98,1.006,-0.96,1.611,1.4,1.437,-1.46,False,False,False
600135.SH,0.515,0.551,0.531,-0.42,1.145,0.874,0.821,-2.63,False,False,False
605180.SH,0.59,0.735,0.739,-1.42,1.702,1.003,0.972,-4.13,False,False,False
600141.SH,0.829,1.135,1.2,0.51,1.442,1.438,1.505,-0.93,False,False,False
603021.SH,0.908,0.296,0.348,5.01,0.882,1.276,1.574,2.95,False,False,False
688325.SH,1.122,1.206,1.311,2.3,0.8,1.018,1.09,-4.11,False,False,False
601136.SH,0.906,1.068,1.07,-0.11,0.774,1.037,1.029,-1.69,False,False,False
605318.SH,0.997,0.684,0.775,-1.35,1.1,0.972,1.073,-3.55,False,False,False
603055.SH,0.998,1.454,1.506,-1.4,0.846,1.364,1.389,-1.73,False,False,False
688351.SH,0.484,0.73,0.71,-1.22,2.155,1.53,1.508,2.31,False,False,False
600345.SH,1.337,0.979,1.102,2.46,1.028,1.19,1.421,5.47,True,False,False
601800.SH,0.645,0.825,0.815,0.12,0.886,1.066,1.049,0.12,False,False,False
