date,code,name,rank,rank_change,sector,holder_count,holder_count_change,holding_amount,amount_change
2025-11-17,001270.SZ,*ST铖昌,80,17,商业航天,5,1,132.09,2.66
2025-11-18,001270.SZ,*ST铖昌,74,18,商业航天,5,1,132.09,2.66
2026-02-04,001270.SZ,*ST铖昌,61,新进,商业航天,6,6,63.13,63.13
2026-02-05,001270.SZ,*ST铖昌,110,-42,商业航天,4,-2,58.54,-4.59
2026-02-07,001270.SZ,*ST铖昌,80,17,商业航天,5,1,132.09,2.66
2026-02-08,001270.SZ,*ST铖昌,74,18,商业航天,5,1,132.09,2.66
2026-02-11,001270.SZ,*ST铖昌,97,65,商业航天,4,1,133.69,22.45
2026-02-12,001270.SZ,*ST铖昌,88,9,商业航天,4,0,129.43,-4.26
2026-02-13,001270.SZ,*ST铖昌,74,18,商业航天,5,1,132.09,2.66
2026-02-05,000821.SZ,ST京机,37,154,工业母机/机器人,9,7,310.37,23.78
2026-02-06,000821.SZ,ST京机,41,-5,工业母机/机器人,8,-1,536.22,225.85
2026-02-09,000821.SZ,ST京机,48,-5,工业母机/机器人,8,0,203.77,-332.45
2026-02-11,000711.SZ,ST京蓝,102,61,基础建设/环保,4,1,5.55,-13.88
2026-02-12,000711.SZ,ST京蓝,109,-7,基础建设/环保,4,0,15.89,10.34
2026-02-05,300152.SZ,ST新动力,99,新进,基础建设/环保,4,4,19.78,19.78
2026-02-04,002129.SZ,TCL中环,36,新进,光伏/半导体设备,11,11,352.72,352.72
2026-02-05,002129.SZ,TCL中环,64,-29,光伏/半导体设备,5,-6,9.02,-343.7
2026-02-09,002129.SZ,TCL中环,57,123,光伏/半导体设备,8,6,16.35,9.35
2026-02-10,002129.SZ,TCL中环,71,-23,光伏/半导体设备,6,-2,25.1,8.75
2026-02-11,002129.SZ,TCL中环,52,19,光伏/半导体设备,6,0,8.02,-17.08
2026-02-04,603172.SH,万丰股份,68,新进,化工,6,6,23.81,23.81
2025-11-17,300624.SZ,万兴科技,111,-34,AI应用/国产软件,3,-2,65.61,-34.68
2025-11-19,300624.SZ,万兴科技,111,-34,AI应用/国产软件,3,-2,65.61,-34.68
2026-02-09,300624.SZ,万兴科技,27,新进,AI应用/国产软件,12,12,111.09,111.09
2026-02-10,300624.SZ,万兴科技,50,-25,AI应用/国产软件,8,-4,94.86,-16.23
2026-02-12,300624.SZ,万兴科技,71,70,AI应用/国产软件,5,2,100.29,57.7
2025-11-17,000559.SZ,万向钱潮,20,56,机器人/汽车零部件,13,8,43.86,32.86
2025-11-18,000559.SZ,万向钱潮,20,49,机器人/汽车零部件,13,8,43.86,32.86
2026-02-10,000559.SZ,万向钱潮,76,300,机器人/汽车零部件,6,5,41.01,39.06
2026-02-11,000559.SZ,万向钱潮,31,45,机器人/汽车零部件,10,4,41.02,0.01
2026-02-12,000559.SZ,万向钱潮,82,-51,机器人/汽车零部件,5,-5,11.0,-30.02
2026-02-13,000559.SZ,万向钱潮,20,49,机器人/汽车零部件,13,8,43.86,32.86
2025-11-17,300552.SZ,万集科技,117,新进,智能驾驶/低空经济,3,3,41.16,41.16
2025-11-18,300552.SZ,万集科技,117,新进,智能驾驶/低空经济,3,3,41.16,41.16
2026-02-09,601360.SH,三六零,21,103,AI应用,13,10,261.69,238.8
2026-02-10,601360.SH,三六零,47,-26,AI应用,8,-5,34.19,-227.5
2026-02-12,601360.SH,三六零,120,86,AI应用,3,1,20.47,-0.16
2026-02-04,002112.SZ,三变科技,54,新进,储能/电气设备,7,7,36.88,36.88
2026-02-06,002112.SZ,三变科技,65,72,储能/电气设备,6,3,128.84,-0.06
2026-02-09,002112.SZ,三变科技,41,15,储能/电气设备,9,3,115.37,-13.47
2026-02-10,002112.SZ,三变科技,46,-3,储能/电气设备,8,-1,68.17,-47.2
2026-02-04,601116.SH,三江购物,100,新进,零售,4,4,19.64,19.64
2026-02-05,601116.SH,三江购物,38,67,零售,9,5,242.41,222.77
2026-02-06,601116.SH,三江购物,33,4,零售,10,1,300.72,58.31
2026-02-10,002115.SZ,三维通信,68,511,商业航天/AI应用,6,5,119.53,117.24
2025-11-18,002050.SZ,三花智控,110,138,机器人/汽车零部件,3,1,628.92,625.76
2025-11-22,002050.SZ,三花智控,110,138,机器人/汽车零部件,3,1,628.92,625.76
2026-02-04,300775.SZ,三角防务,52,新进,军工/商业航天,8,8,381.01,381.01
2026-02-05,300775.SZ,三角防务,76,-26,军工/商业航天,5,-3,179.92,-201.09
2026-02-06,300775.SZ,三角防务,108,-27,军工/商业航天,4,-1,241.48,61.56
2026-02-09,300775.SZ,三角防务,88,25,军工/商业航天,5,1,485.63,244.15
2026-02-10,300775.SZ,三角防务,40,53,军工/商业航天,10,5,738.7,253.07
2026-02-11,300775.SZ,三角防务,120,-80,军工/商业航天,3,-7,299.97,-438.73
2026-02-12,300775.SZ,三角防务,79,41,军工/商业航天,5,2,277.52,-22.45
2025-11-17,300762.SZ,上海瀚讯,116,25,商业航天/军工,3,0,28.13,4.22
2025-11-19,300762.SZ,上海瀚讯,116,25,商业航天/军工,3,0,28.13,4.22
2026-02-10,601595.SH,上海电影,28,新进,文化传媒/零售,12,12,121.64,121.64
2026-02-11,601595.SH,上海电影,56,-28,文化传媒/零售,6,-6,30.81,-90.83
2025-11-17,300166.SZ,东方国信,54,-33,AI应用/金融概念,7,-8,53.65,-167.73
2025-11-18,300166.SZ,东方国信,57,-38,AI应用/金融概念,7,-8,53.65,-167.73
2026-02-09,300166.SZ,东方国信,20,新进,AI应用/金融概念,14,14,317.23,317.23
2026-02-10,300166.SZ,东方国信,32,-13,AI应用/金融概念,11,-3,377.83,60.6
2026-02-11,300166.SZ,东方国信,19,13,AI应用/金融概念,13,2,375.62,-2.21
2026-02-12,300166.SZ,东方国信,21,-2,AI应用/金融概念,15,2,221.38,-154.24
2026-02-13,300166.SZ,东方国信,57,-38,AI应用/金融概念,7,-8,53.65,-167.73
2026-02-04,300118.SZ,东方日升,12,新进,光伏,24,24,340.08,340.08
2026-02-05,300118.SZ,东方日升,17,-5,光伏,15,-9,216.14,-123.94
2026-02-06,300118.SZ,东方日升,61,-44,光伏,6,-9,60.34,-155.8
2026-02-09,300118.SZ,东方日升,15,47,光伏,18,12,256.85,196.51
2026-02-10,300118.SZ,东方日升,78,-63,光伏,5,-13,166.19,-90.66
2025-11-18,300486.SZ,东杰智能,118,236,机器人,3,2,83.69,63.37
2025-11-22,300486.SZ,东杰智能,118,236,机器人,3,2,83.69,63.37
2026-02-04,600693.SH,东百集团,119,新进,零售,4,4,18.62,18.62
2026-02-05,600693.SH,东百集团,103,21,零售,4,0,7.73,-10.89
2025-11-17,600673.SH,东阳光,45,17,金属/锂电池/固态电池,8,2,134.58,-88.92
2025-11-18,600673.SH,东阳光,48,10,金属/锂电池/固态电池,8,2,134.58,-88.92
2026-02-11,600673.SH,东阳光,95,28,金属/锂电池/固态电池,4,1,17.28,1.41
2026-02-12,600673.SH,东阳光,66,29,金属/锂电池/固态电池,6,2,223.5,206.22
2026-02-13,600673.SH,东阳光,48,10,金属/锂电池/固态电池,8,2,134.58,-88.92
2025-11-17,601888.SH,中国中免,102,8,免税/海南,4,1,159.95,41.3
2025-11-18,601888.SH,中国中免,92,55,免税/海南,4,1,159.95,41.3
2026-02-05,601888.SH,中国中免,84,146,免税/海南,5,3,162.76,19.12
2026-02-07,601888.SH,中国中免,102,8,免税/海南,4,1,159.95,41.3
2026-02-08,601888.SH,中国中免,92,55,免税/海南,4,1,159.95,41.3
2026-02-09,601888.SH,中国中免,52,75,免税/海南,8,5,179.64,31.88
2026-02-10,601888.SH,中国中免,89,-37,免税/海南,5,-3,171.18,-8.46
2026-02-11,601888.SH,中国中免,79,10,免税/海南,4,-1,172.66,1.48
2026-02-13,601888.SH,中国中免,92,55,免税/海南,4,1,159.95,41.3
2026-02-10,600482.SH,中国动力,105,489,中字头/军工,4,3,29.26,20.57
2026-02-11,600482.SH,中国动力,82,23,中字头/军工,4,0,31.2,1.94
2026-02-05,601117.SH,中国化学,101,37,化工/中字头,4,1,86.31,-0.8
2026-02-04,600118.SH,中国卫星,32,新进,商业航天/军工,12,12,302.27,302.27
2026-02-05,600118.SH,中国卫星,107,-75,商业航天/军工,4,-8,87.61,-214.66
2026-02-06,600118.SH,中国卫星,87,1,商业航天/军工,4,0,90.55,2.94
2026-02-10,600118.SH,中国卫星,115,24,商业航天/军工,4,1,86.94,-113.42
2026-02-11,600176.SH,中国巨石,103,新进,新材料/基础建设/中字头,4,4,42.32,42.32
2026-02-12,600176.SH,中国巨石,100,3,新材料/基础建设/中字头,4,0,58.27,15.95
2026-02-04,601179.SH,中国西电,80,新进,电气设备,5,5,150.57,150.57
2026-02-05,601179.SH,中国西电,66,19,电气设备,5,0,29.15,-121.42
2025-11-17,000066.SZ,中国长城,34,0,国产软件/电气设备/网络安全,10,1,420.84,-24.32
2025-11-18,000066.SZ,中国长城,34,1,国产软件/电气设备/网络安全,10,1,420.84,-24.32
2026-02-04,000066.SZ,中国长城,77,新进,国产软件/电气设备/网络安全,5,5,367.63,367.63
2026-02-05,000066.SZ,中国长城,69,11,国产软件/电气设备/网络安全,5,0,361.93,-5.7
2026-02-06,000066.SZ,中国长城,56,26,国产软件/电气设备/网络安全,6,1,419.74,57.81
2026-02-07,000066.SZ,中国长城,34,0,国产软件/电气设备/网络安全,10,1,420.84,-24.32
2026-02-08,000066.SZ,中国长城,34,1,国产软件/电气设备/网络安全,10,1,420.84,-24.32
2026-02-09,000066.SZ,中国长城,81,-24,国产软件/电气设备/网络安全,6,0,629.99,210.25
2026-02-10,000066.SZ,中国长城,101,-36,国产软件/电气设备/网络安全,4,-2,73.89,-556.1
2026-02-11,000066.SZ,中国长城,83,18,国产软件/电气设备/网络安全,4,0,414.94,341.05
2026-02-12,000066.SZ,中国长城,34,49,国产软件/电气设备/网络安全,9,5,445.16,30.22
2026-02-13,000066.SZ,中国长城,34,1,国产软件/电气设备/网络安全,10,1,420.84,-24.32
2025-11-17,300364.SZ,中文在线,6,-3,AI应用/文化传媒,28,-15,528.79,-152.48
2025-11-18,300364.SZ,中文在线,6,-3,AI应用/文化传媒,28,-15,528.79,-152.48
2026-02-09,300364.SZ,中文在线,49,新进,AI应用/文化传媒,8,8,442.76,442.76
2026-02-10,300364.SZ,中文在线,1,49,AI应用/文化传媒,71,63,1177.0,734.24
2026-02-11,300364.SZ,中文在线,1,0,AI应用/文化传媒,73,2,1390.99,213.99
2026-02-12,300364.SZ,中文在线,3,-2,AI应用/文化传媒,43,-30,681.27,-709.72
2026-02-13,300364.SZ,中文在线,6,-3,AI应用/文化传媒,28,-15,528.79,-152.48
2026-02-04,300393.SZ,中来股份,98,新进,光伏/储能,4,4,432.62,432.62
2026-02-06,300393.SZ,中来股份,119,16,光伏/储能,4,1,10.04,-2.51
2026-02-09,300393.SZ,中来股份,82,15,光伏/储能,6,2,25.99,15.95
2026-02-04,600072.SH,中船科技,83,新进,军工/风电/中字头,5,5,369.25,369.25
2026-02-12,603220.SH,中贝通信,97,515,算力基建/AI应用/商业航天,4,3,27.75,25.95
2026-02-04,002471.SZ,中超控股,57,新进,电气设备/商业航天/机器人,7,7,80.91,80.91
2026-02-05,002471.SZ,中超控股,18,38,电气设备/商业航天/机器人,14,7,72.25,-8.66
2026-02-06,002471.SZ,中超控股,17,4,电气设备/商业航天/机器人,17,3,446.02,373.77
2026-02-09,002471.SZ,中超控股,12,6,电气设备/商业航天/机器人,21,4,86.32,-359.7
2026-02-10,002471.SZ,中超控股,51,-39,电气设备/商业航天/机器人,8,-13,11.43,-74.89
2026-02-11,002471.SZ,中超控股,108,-57,电气设备/商业航天/机器人,3,-5,6.33,-5.1
2026-02-10,000657.SZ,中钨高新,112,107,金属/工业母机,4,2,119.02,19.71
2026-02-04,300308.SZ,中际旭创,112,新进,光模块,4,4,151.2,151.2
2026-02-05,300308.SZ,中际旭创,98,11,光模块,4,0,89.92,-61.28
2026-02-04,000039.SZ,中集集团,75,新进,物流航运/氢能源/中字头,5,5,124.47,124.47
2026-02-05,603334.SH,丰倍生物,118,新进,化工/新材料,3,3,105.74,105.74
2026-02-11,002201.SZ,九鼎新材,62,119,新材料/化工,6,4,62.06,61.28
2026-02-04,300102.SZ,乾照光电,13,新进,商业航天,24,24,281.58,281.58
2026-02-05,300102.SZ,乾照光电,21,-8,商业航天,14,-10,104.78,-176.8
2026-02-06,300102.SZ,乾照光电,34,-14,商业航天,10,-4,39.39,-65.39
2026-02-09,300102.SZ,乾照光电,16,18,商业航天,17,7,123.94,84.55
2026-02-10,300102.SZ,乾照光电,52,-36,商业航天,8,-9,38.2,-85.74
2026-02-11,300102.SZ,乾照光电,94,-42,商业航天,4,-4,15.46,-22.74
2025-11-17,002467.SZ,二六三,35,144,通信/AI应用,9,7,254.9,251.11
2025-11-18,002467.SZ,二六三,35,227,通信/AI应用,9,7,254.9,251.11
2026-02-05,600792.SH,云煤能源,93,275,化工/油气能源,4,3,24.72,24.67
2026-02-11,600602.SH,云赛智联,109,325,算力基建/国产软件/华为,3,2,189.67,180.3
2025-11-17,603667.SH,五洲新春,79,53,机器人/汽车零部件,5,2,146.0,37.14
2025-11-18,603667.SH,五洲新春,84,40,机器人/汽车零部件,5,2,146.0,37.14
2026-02-04,603667.SH,五洲新春,46,新进,机器人/汽车零部件,9,9,132.8,132.8
2026-02-05,603667.SH,五洲新春,60,-14,机器人/汽车零部件,6,-3,112.97,-19.83
2026-02-06,603667.SH,五洲新春,13,43,机器人/汽车零部件,18,12,263.89,150.92
2026-02-07,603667.SH,五洲新春,79,53,机器人/汽车零部件,5,2,146.0,37.14
2026-02-08,603667.SH,五洲新春,84,40,机器人/汽车零部件,5,2,146.0,37.14
2026-02-09,603667.SH,五洲新春,46,-32,机器人/汽车零部件,9,-9,147.93,-115.96
2026-02-10,603667.SH,五洲新春,49,-3,机器人/汽车零部件,8,-1,132.27,-15.66
2026-02-11,603667.SH,五洲新春,87,-38,机器人/汽车零部件,4,-4,112.89,-19.38
2026-02-12,603667.SH,五洲新春,114,-27,机器人/汽车零部件,3,-1,108.86,-4.03
2026-02-13,603667.SH,五洲新春,84,40,机器人/汽车零部件,5,2,146.0,37.14
2026-02-10,301085.SZ,亚康股份,22,120,算力基建/华为/AI 应用,14,11,340.06,201.93
2026-02-11,301085.SZ,亚康股份,30,-8,算力基建/华为/AI 应用,10,-4,319.8,-20.26
2026-02-12,301085.SZ,亚康股份,23,7,算力基建/华为/AI 应用,13,3,386.84,67.04
2026-02-04,600683.SH,京投发展,42,新进,房地产/基础建设,10,10,296.16,296.16
2026-02-05,600683.SH,京投发展,25,17,房地产/基础建设,12,2,288.54,-7.62
2026-02-06,600683.SH,京投发展,117,-90,房地产/基础建设,4,-8,13.49,-275.05
2026-02-09,600683.SH,京投发展,96,-2,房地产/基础建设,5,1,67.67,54.18
2025-11-17,603000.SH,人民网,22,新进,AI应用/文化传媒,13,13,321.5,321.5
2025-11-18,603000.SH,人民网,22,新进,AI应用/文化传媒,13,13,321.5,321.5
2026-02-11,603000.SH,人民网,24,413,AI应用/文化传媒,12,11,90.82,75.32
2026-02-13,603000.SH,人民网,22,新进,AI应用/文化传媒,13,13,321.5,321.5
2026-02-06,002644.SZ,佛慈制药,112,新进,,4,4,66.95,66.95
2025-11-17,300249.SZ,依米康,57,-30,,7,-4,55.82,-923.84
2025-11-18,300249.SZ,依米康,58,-30,,7,-4,55.82,-923.84
2026-02-12,300249.SZ,依米康,27,321,,11,10,979.66,847.03
2026-02-13,300249.SZ,依米康,58,-30,,7,-4,55.82,-923.84
2025-11-17,300136.SZ,信维通信,5,1,商业航天/消费电子,28,2,999.36,137.37
2025-11-18,300136.SZ,信维通信,5,1,商业航天/消费电子,28,2,999.36,137.37
2026-02-04,300136.SZ,信维通信,3,新进,商业航天/消费电子,59,59,1599.0,1599.0
2026-02-05,300136.SZ,信维通信,4,-1,商业航天/消费电子,43,-16,743.99,-855.01
2026-02-06,300136.SZ,信维通信,5,-1,商业航天/消费电子,48,5,1438.85,694.86
2026-02-07,300136.SZ,信维通信,5,1,商业航天/消费电子,28,2,999.36,137.37
2026-02-08,300136.SZ,信维通信,5,1,商业航天/消费电子,28,2,999.36,137.37
2026-02-09,300136.SZ,信维通信,2,3,商业航天/消费电子,49,1,1298.77,-140.08
2026-02-10,300136.SZ,信维通信,5,-3,商业航天/消费电子,37,-12,1017.31,-281.46
2026-02-11,300136.SZ,信维通信,6,-1,商业航天/消费电子,36,-1,810.44,-206.87
2026-02-12,300136.SZ,信维通信,6,0,商业航天/消费电子,26,-10,861.99,51.55
2026-02-13,300136.SZ,信维通信,5,1,商业航天/消费电子,28,2,999.36,137.37
2026-02-04,300785.SZ,值得买,91,新进,AI应用,4,4,34.51,34.51
2026-02-05,300785.SZ,值得买,85,12,AI应用,5,1,56.92,22.41
2025-11-17,603986.SH,兆易创新,64,14,存储芯片,6,1,290.18,59.73
2025-11-18,603986.SH,兆易创新,72,2,存储芯片,6,1,290.18,59.73
2026-02-12,603986.SH,兆易创新,73,510,存储芯片,5,4,230.45,227.6
2026-02-13,603986.SH,兆易创新,72,2,存储芯片,6,1,290.18,59.73
2026-02-11,002429.SZ,兆驰股份,42,新进,光模块/芯片,8,8,71.95,71.95
2026-02-12,002429.SZ,兆驰股份,68,-26,光模块/芯片,5,-3,45.78,-26.17
2025-11-17,300620.SZ,光库科技,51,-13,光模块,7,-2,148.77,112.67
2025-11-18,300620.SZ,光库科技,55,-19,光模块,7,-2,148.77,112.67
2026-02-05,300620.SZ,光库科技,100,96,光模块,4,2,14.47,-5.05
2026-02-07,300620.SZ,光库科技,51,-13,光模块,7,-2,148.77,112.67
2026-02-08,300620.SZ,光库科技,55,-19,光模块,7,-2,148.77,112.67
2026-02-09,300620.SZ,光库科技,34,99,光模块,11,8,44.32,31.76
2026-02-10,300620.SZ,光库科技,44,-10,光模块,9,-2,47.06,2.74
2026-02-11,300620.SZ,光库科技,63,-19,光模块,6,-3,37.16,-9.9
2026-02-12,300620.SZ,光库科技,35,28,光模块,9,3,36.1,-1.06
2026-02-13,300620.SZ,光库科技,55,-19,光模块,7,-2,148.77,112.67
2025-11-17,300383.SZ,光环新网,14,3,AI应用/算力基建,16,-1,166.13,-209.62
2025-11-18,300383.SZ,光环新网,14,2,AI应用/算力基建,16,-1,166.13,-209.62
2026-02-09,300383.SZ,光环新网,98,563,AI应用/算力基建,5,4,60.61,58.66
2026-02-10,300383.SZ,光环新网,10,76,AI应用/算力基建,25,20,343.02,282.41
2026-02-11,300383.SZ,光环新网,20,-10,AI应用/算力基建,13,-12,207.27,-135.75
2026-02-12,300383.SZ,光环新网,18,2,AI应用/算力基建,17,4,375.75,168.48
2026-02-13,300383.SZ,光环新网,14,2,AI应用/算力基建,16,-1,166.13,-209.62
2025-11-17,300251.SZ,光线传媒,13,29,文化传媒/AI 应用,17,9,220.74,95.95
2025-11-18,300251.SZ,光线传媒,13,31,文化传媒/AI 应用,17,9,220.74,95.95
2026-02-05,300251.SZ,光线传媒,65,526,文化传媒/AI 应用,5,4,49.39,48.43
2026-02-06,300251.SZ,光线传媒,102,-30,文化传媒/AI 应用,4,-1,69.97,20.58
2026-02-07,300251.SZ,光线传媒,13,29,文化传媒/AI 应用,17,9,220.74,95.95
2026-02-08,300251.SZ,光线传媒,13,31,文化传媒/AI 应用,17,9,220.74,95.95
2026-02-09,300251.SZ,光线传媒,69,45,文化传媒/AI 应用,6,2,19.81,-50.16
2026-02-10,300251.SZ,光线传媒,19,56,文化传媒/AI 应用,16,10,449.12,429.31
2026-02-11,300251.SZ,光线传媒,13,6,文化传媒/AI 应用,16,0,204.41,-244.71
2026-02-12,300251.SZ,光线传媒,41,-28,文化传媒/AI 应用,8,-8,124.79,-79.62
2026-02-13,300251.SZ,光线传媒,13,31,文化传媒/AI 应用,17,9,220.74,95.95
2025-11-17,603960.SH,克来机电,56,新进,机器人/汽车零部件/工业母机,7,7,277.87,277.87
2025-11-18,603960.SH,克来机电,50,新进,机器人/汽车零部件/工业母机,7,7,277.87,277.87
2026-02-04,603601.SH,再升科技,65,新进,商业航天/半导体设备/新材料,6,6,32.37,32.37
2026-02-06,603601.SH,再升科技,111,292,商业航天/半导体设备/新材料,4,3,24.38,23.91
2026-02-11,603601.SH,再升科技,61,新进,商业航天/半导体设备/新材料,6,6,257.25,257.25
2026-02-04,600313.SH,农发种业,79,新进,农林牧渔,5,5,26.73,26.73
2026-02-04,301182.SZ,凯旺科技,117,新进,消费电子/机器人/军工,4,4,23.97,23.97
2025-11-17,300912.SZ,凯龙高科,86,-18,汽车零部件/机器人/基础建设,4,-1,19.25,-13.9
2025-11-18,300912.SZ,凯龙高科,88,-6,汽车零部件/机器人/基础建设,4,-1,19.25,-13.9
2026-02-10,300912.SZ,凯龙高科,15,新进,汽车零部件/机器人/基础建设,18,18,205.09,205.09
2026-02-11,300912.SZ,凯龙高科,65,-50,汽车零部件/机器人/基础建设,6,-12,20.29,-184.8
2026-02-12,300912.SZ,凯龙高科,74,-9,汽车零部件/机器人/基础建设,5,-1,33.15,12.86
2026-02-13,300912.SZ,凯龙高科,88,-6,汽车零部件/机器人/基础建设,4,-1,19.25,-13.9
2025-11-17,002131.SZ,利欧股份,19,-6,AI应用/液冷,13,-7,74.35,-310.93
2025-11-18,002131.SZ,利欧股份,19,-6,AI应用/液冷,13,-7,74.35,-310.93
2026-02-04,002131.SZ,利欧股份,15,新进,AI应用/液冷,21,21,264.91,264.91
2026-02-05,002131.SZ,利欧股份,22,-6,AI应用/液冷,13,-8,128.51,-136.4
2026-02-06,002131.SZ,利欧股份,50,-28,AI应用/液冷,7,-6,65.4,-63.11
2026-02-07,002131.SZ,利欧股份,19,-6,AI应用/液冷,13,-7,74.35,-310.93
2026-02-08,002131.SZ,利欧股份,19,-6,AI应用/液冷,13,-7,74.35,-310.93
2026-02-09,002131.SZ,利欧股份,22,32,AI应用/液冷,13,6,97.31,31.91
2026-02-10,002131.SZ,利欧股份,53,-31,AI应用/液冷,7,-6,117.22,19.91
2026-02-11,002131.SZ,利欧股份,60,-7,AI应用/液冷,6,-1,26.06,-91.16
2026-02-12,002131.SZ,利欧股份,13,47,AI应用/液冷,20,14,385.28,359.22
2026-02-13,002131.SZ,利欧股份,19,-6,AI应用/液冷,13,-7,74.35,-310.93
2025-11-17,603629.SH,利通电子,28,-12,算力基建/液冷/消费电子,12,-5,418.36,255.26
2025-11-18,603629.SH,利通电子,28,-10,算力基建/液冷/消费电子,12,-5,418.36,255.26
2026-02-04,603629.SH,利通电子,44,新进,算力基建/液冷/消费电子,10,10,222.8,222.8
2026-02-05,603629.SH,利通电子,63,-20,算力基建/液冷/消费电子,6,-4,173.93,-48.87
2026-02-06,603629.SH,利通电子,60,-3,算力基建/液冷/消费电子,6,0,46.0,-127.93
2026-02-07,603629.SH,利通电子,28,-12,算力基建/液冷/消费电子,12,-5,418.36,255.26
2026-02-08,603629.SH,利通电子,28,-10,算力基建/液冷/消费电子,12,-5,418.36,255.26
2026-02-09,603629.SH,利通电子,33,31,算力基建/液冷/消费电子,11,5,118.93,72.93
2026-02-10,603629.SH,利通电子,35,-2,算力基建/液冷/消费电子,10,-1,407.12,288.19
2026-02-11,603629.SH,利通电子,28,7,算力基建/液冷/消费电子,11,1,123.97,-283.15
2026-02-12,603629.SH,利通电子,16,12,算力基建/液冷/消费电子,17,6,163.1,39.13
2026-02-13,603629.SH,利通电子,28,-10,算力基建/液冷/消费电子,12,-5,418.36,255.26
2025-11-17,300223.SZ,北京君正,90,-3,存储芯片,4,0,129.14,14.35
2025-11-18,300223.SZ,北京君正,101,7,存储芯片,4,0,129.14,14.35
2026-02-04,300223.SZ,北京君正,110,新进,存储芯片,4,4,576.17,576.17
2026-02-05,300223.SZ,北京君正,83,33,存储芯片,5,1,592.88,16.71
2026-02-07,300223.SZ,北京君正,90,-3,存储芯片,4,0,129.14,14.35
2026-02-08,300223.SZ,北京君正,101,7,存储芯片,4,0,129.14,14.35
2026-02-12,300223.SZ,北京君正,105,86,存储芯片,4,2,114.79,0.12
2026-02-13,300223.SZ,北京君正,101,7,存储芯片,4,0,129.14,14.35
2026-02-11,600111.SH,北方稀土,88,403,稀土永磁,4,3,69.27,39.78
2026-02-12,600111.SH,北方稀土,108,-20,稀土永磁,4,0,68.89,-0.38
2026-02-04,000737.SZ,北方铜业,104,新进,金属,4,4,18.67,18.67
2026-02-11,301235.SZ,华康洁净,118,269,半导体设备/医药,3,2,89.19,64.67
2025-11-17,000156.SZ,华数传媒,120,202,文化传媒/算力基建/AI 应用,3,2,14.43,-12.24
2025-11-19,000156.SZ,华数传媒,120,202,文化传媒/算力基建/AI 应用,3,2,14.43,-12.24
2026-02-05,002945.SZ,华林证券,74,59,银证保,5,2,14.1,-53.23
2026-02-06,002945.SZ,华林证券,70,14,银证保,5,0,77.0,62.9
2026-02-05,300133.SZ,华策影视,117,69,文化传媒/AI应用,3,1,66.95,1.37
2026-02-10,300133.SZ,华策影视,36,134,文化传媒/AI应用,10,7,89.73,35.07
2025-11-17,600410.SH,华胜天成,9,54,华为/算力基建,23,17,1357.73,922.64
2025-11-18,600410.SH,华胜天成,9,50,华为/算力基建,23,17,1357.73,922.64
2026-02-04,600410.SH,华胜天成,84,新进,华为/算力基建,5,5,521.39,521.39
2026-02-06,600410.SH,华胜天成,97,67,华为/算力基建,4,1,619.15,230.16
2026-02-07,600410.SH,华胜天成,9,54,华为/算力基建,23,17,1357.73,922.64
2026-02-08,600410.SH,华胜天成,9,50,华为/算力基建,23,17,1357.73,922.64
2026-02-09,600410.SH,华胜天成,58,53,华为/算力基建,7,3,511.49,-107.66
2026-02-10,600410.SH,华胜天成,106,-43,华为/算力基建,4,-3,816.62,305.13
2026-02-11,600410.SH,华胜天成,84,22,华为/算力基建,4,0,746.43,-70.19
2026-02-12,600410.SH,华胜天成,57,27,华为/算力基建,6,2,435.09,-311.34
2026-02-13,600410.SH,华胜天成,9,50,华为/算力基建,23,17,1357.73,922.64
2026-02-09,002015.SZ,协鑫能科,85,新进,,5,5,112.53,112.53
2025-11-17,002506.SZ,协鑫集成,18,-13,光伏/储能,14,-17,29.9,-467.2
2025-11-18,002506.SZ,协鑫集成,18,-13,光伏/储能,14,-17,29.9,-467.2
2026-02-04,002506.SZ,协鑫集成,18,新进,光伏/储能,19,19,593.45,593.45
2026-02-05,002506.SZ,协鑫集成,5,13,光伏/储能,38,19,207.54,-385.91
2026-02-06,002506.SZ,协鑫集成,7,-2,光伏/储能,32,-6,248.46,40.92
2026-02-07,002506.SZ,协鑫集成,18,-13,光伏/储能,14,-17,29.9,-467.2
2026-02-08,002506.SZ,协鑫集成,18,-13,光伏/储能,14,-17,29.9,-467.2
2026-02-09,002506.SZ,协鑫集成,5,2,光伏/储能,44,12,360.8,112.34
2026-02-10,002506.SZ,协鑫集成,3,1,光伏/储能,47,3,463.32,102.52
2026-02-11,002506.SZ,协鑫集成,5,-2,光伏/储能,47,0,1704.65,1241.33
2026-02-12,002506.SZ,协鑫集成,5,0,光伏/储能,31,-16,497.1,-1207.55
2026-02-13,002506.SZ,协鑫集成,18,-13,光伏/储能,14,-17,29.9,-467.2
2026-02-12,002757.SZ,南兴股份,104,398,AI应用/算力基建,4,3,77.79,59.89
2026-02-10,300921.SZ,南凌科技,80,234,通信/算力基建,5,4,63.24,41.23
2026-02-11,300921.SZ,南凌科技,73,7,通信/算力基建,5,0,68.59,5.35
2026-02-12,300921.SZ,南凌科技,78,-5,通信/算力基建,5,0,133.67,65.08
2026-02-04,003035.SZ,南网能源,109,新进,电力/储能/光伏,4,4,9.8,9.8
2026-02-06,003035.SZ,南网能源,86,103,电力/储能/光伏,4,2,9.67,2.84
